LapNumber,Driver,DriverNumber,Team,Position,LapTime,IsPersonalBest,Sector1Time,Sector2Time,Sector3Time,Compound,PitInTime,PitOutTime,PitStopDuration,FinishingPosition,GridPosition,FinalStatus,Season,RaceName,RaceType
1.0,VET,5,Ferrari,1.0,0 days 00:02:29.572000,False,,0 days 00:01:09.227000,0 days 00:00:46.208000,nan,0 days 00:21:00.165000,0 days 00:21:19.726000,0 days 00:00:19.561000,1.0,2.0,Finished,2018,GP Belgica,historica
2.0,VET,5,Ferrari,1.0,,False,0 days 00:00:59.569000,0 days 00:01:15.386000,0 days 00:00:45.096000,nan,,,,1.0,2.0,Finished,2018,GP Belgica,historica
3.0,VET,5,Ferrari,1.0,,False,0 days 00:00:53.832000,0 days 00:01:14.346000,0 days 00:00:42.881000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
4.0,VET,5,Ferrari,1.0,,False,0 days 00:00:50.630000,0 days 00:01:13.585000,0 days 00:00:57.284000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
5.0,VET,5,Ferrari,1.0,0 days 00:01:48.656000,True,0 days 00:00:31.560000,0 days 00:00:47.948000,0 days 00:00:29.148000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
6.0,VET,5,Ferrari,1.0,0 days 00:01:48.923000,False,0 days 00:00:31.706000,0 days 00:00:47.823000,0 days 00:00:29.394000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
7.0,VET,5,Ferrari,1.0,0 days 00:01:48.695000,False,0 days 00:00:31.747000,0 days 00:00:47.660000,0 days 00:00:29.288000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
8.0,VET,5,Ferrari,1.0,0 days 00:01:48.646000,True,0 days 00:00:31.609000,0 days 00:00:47.746000,0 days 00:00:29.291000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
9.0,VET,5,Ferrari,1.0,0 days 00:01:49.046000,False,0 days 00:00:31.690000,0 days 00:00:47.915000,0 days 00:00:29.441000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
10.0,VET,5,Ferrari,1.0,0 days 00:01:48.749000,False,0 days 00:00:31.662000,0 days 00:00:47.794000,0 days 00:00:29.293000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
11.0,VET,5,Ferrari,1.0,0 days 00:01:48.495000,True,0 days 00:00:31.643000,0 days 00:00:47.665000,0 days 00:00:29.187000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
12.0,VET,5,Ferrari,1.0,0 days 00:01:48.663000,False,0 days 00:00:31.555000,0 days 00:00:47.841000,0 days 00:00:29.267000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
13.0,VET,5,Ferrari,1.0,0 days 00:01:48.732000,False,0 days 00:00:31.568000,0 days 00:00:47.809000,0 days 00:00:29.355000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
14.0,VET,5,Ferrari,1.0,0 days 00:01:48.748000,False,0 days 00:00:31.700000,0 days 00:00:47.753000,0 days 00:00:29.295000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
15.0,VET,5,Ferrari,1.0,0 days 00:01:48.679000,False,0 days 00:00:31.722000,0 days 00:00:47.694000,0 days 00:00:29.263000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
16.0,VET,5,Ferrari,1.0,0 days 00:01:48.399000,True,0 days 00:00:31.517000,0 days 00:00:47.604000,0 days 00:00:29.278000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
17.0,VET,5,Ferrari,1.0,0 days 00:01:48.667000,False,0 days 00:00:31.702000,0 days 00:00:47.632000,0 days 00:00:29.333000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
18.0,VET,5,Ferrari,1.0,0 days 00:01:48.600000,False,0 days 00:00:31.548000,0 days 00:00:47.848000,0 days 00:00:29.204000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
19.0,VET,5,Ferrari,1.0,0 days 00:01:48.933000,False,0 days 00:00:31.682000,0 days 00:00:48.015000,0 days 00:00:29.236000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
20.0,VET,5,Ferrari,1.0,0 days 00:01:48.781000,False,0 days 00:00:31.581000,0 days 00:00:47.934000,0 days 00:00:29.266000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
21.0,VET,5,Ferrari,1.0,0 days 00:01:48.710000,False,0 days 00:00:31.494000,0 days 00:00:47.932000,0 days 00:00:29.284000,SUPERSOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
22.0,VET,5,Ferrari,1.0,0 days 00:01:52.901000,False,0 days 00:00:31.622000,0 days 00:00:47.804000,0 days 00:00:33.475000,SUPERSOFT,0 days 01:02:33.922000,0 days 01:02:56.048000,0 days 00:00:22.126000,1.0,2.0,Finished,2018,GP Belgica,historica
23.0,VET,5,Ferrari,1.0,0 days 00:01:59.728000,False,0 days 00:00:44.663000,0 days 00:00:46.263000,0 days 00:00:28.802000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
24.0,VET,5,Ferrari,1.0,0 days 00:01:46.743000,True,0 days 00:00:31.384000,0 days 00:00:46.496000,0 days 00:00:28.863000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
25.0,VET,5,Ferrari,1.0,0 days 00:01:46.644000,True,0 days 00:00:31.307000,0 days 00:00:46.518000,0 days 00:00:28.819000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
26.0,VET,5,Ferrari,1.0,0 days 00:01:47.027000,False,0 days 00:00:31.364000,0 days 00:00:46.641000,0 days 00:00:29.022000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
27.0,VET,5,Ferrari,1.0,0 days 00:01:47.052000,False,0 days 00:00:31.298000,0 days 00:00:46.749000,0 days 00:00:29.005000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
28.0,VET,5,Ferrari,1.0,0 days 00:01:46.937000,False,0 days 00:00:31.205000,0 days 00:00:46.837000,0 days 00:00:28.895000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
29.0,VET,5,Ferrari,1.0,0 days 00:01:46.972000,False,0 days 00:00:31.286000,0 days 00:00:46.708000,0 days 00:00:28.978000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
30.0,VET,5,Ferrari,1.0,0 days 00:01:46.975000,False,0 days 00:00:31.244000,0 days 00:00:46.752000,0 days 00:00:28.979000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
31.0,VET,5,Ferrari,1.0,0 days 00:01:47.134000,False,0 days 00:00:31.378000,0 days 00:00:46.801000,0 days 00:00:28.955000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
32.0,VET,5,Ferrari,1.0,0 days 00:01:47.168000,False,0 days 00:00:31.265000,0 days 00:00:46.856000,0 days 00:00:29.047000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
33.0,VET,5,Ferrari,1.0,0 days 00:01:47.016000,False,0 days 00:00:31.267000,0 days 00:00:46.801000,0 days 00:00:28.948000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
34.0,VET,5,Ferrari,1.0,0 days 00:01:47.402000,False,0 days 00:00:31.175000,0 days 00:00:47.294000,0 days 00:00:28.933000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
35.0,VET,5,Ferrari,1.0,0 days 00:01:47.390000,False,0 days 00:00:31.063000,0 days 00:00:47.599000,0 days 00:00:28.728000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
36.0,VET,5,Ferrari,1.0,0 days 00:01:47.345000,False,0 days 00:00:31.102000,0 days 00:00:47.316000,0 days 00:00:28.927000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
37.0,VET,5,Ferrari,1.0,0 days 00:01:46.949000,False,0 days 00:00:31.208000,0 days 00:00:46.684000,0 days 00:00:29.057000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
38.0,VET,5,Ferrari,1.0,0 days 00:01:46.783000,False,0 days 00:00:31.207000,0 days 00:00:46.713000,0 days 00:00:28.863000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
39.0,VET,5,Ferrari,1.0,0 days 00:01:46.734000,False,0 days 00:00:31.219000,0 days 00:00:46.603000,0 days 00:00:28.912000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
40.0,VET,5,Ferrari,1.0,0 days 00:01:47.218000,False,0 days 00:00:31.231000,0 days 00:00:47.030000,0 days 00:00:28.957000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
41.0,VET,5,Ferrari,1.0,0 days 00:01:47.092000,False,0 days 00:00:31.153000,0 days 00:00:46.732000,0 days 00:00:29.207000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
42.0,VET,5,Ferrari,1.0,0 days 00:01:47.599000,False,0 days 00:00:31.545000,0 days 00:00:47.006000,0 days 00:00:29.048000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
43.0,VET,5,Ferrari,1.0,0 days 00:01:47.615000,False,0 days 00:00:31.451000,0 days 00:00:47.043000,0 days 00:00:29.121000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
44.0,VET,5,Ferrari,1.0,0 days 00:01:49.749000,False,0 days 00:00:31.392000,0 days 00:00:47.752000,0 days 00:00:30.605000,SOFT,,,,1.0,2.0,Finished,2018,GP Belgica,historica
1.0,HAM,44,Mercedes,5.0,0 days 00:02:31.397000,False,,0 days 00:01:11.064000,0 days 00:00:46.124000,nan,0 days 00:21:01.945000,0 days 00:21:21.336000,0 days 00:00:19.391000,2.0,1.0,Finished,2018,GP Belgica,historica
2.0,HAM,44,Mercedes,2.0,,False,0 days 00:00:58.821000,0 days 00:01:16.917000,0 days 00:00:44.280000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
3.0,HAM,44,Mercedes,2.0,,False,0 days 00:00:53.737000,0 days 00:01:14.217000,0 days 00:00:42.772000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
4.0,HAM,44,Mercedes,2.0,,False,0 days 00:00:49.771000,0 days 00:01:14.097000,0 days 00:00:56.791000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
5.0,HAM,44,Mercedes,2.0,0 days 00:01:49.718000,True,0 days 00:00:31.378000,0 days 00:00:48.890000,0 days 00:00:29.450000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
6.0,HAM,44,Mercedes,2.0,0 days 00:01:49.497000,True,0 days 00:00:31.618000,0 days 00:00:48.523000,0 days 00:00:29.356000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
7.0,HAM,44,Mercedes,2.0,0 days 00:01:49.020000,True,0 days 00:00:31.592000,0 days 00:00:48.074000,0 days 00:00:29.354000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
8.0,HAM,44,Mercedes,2.0,0 days 00:01:48.834000,True,0 days 00:00:31.520000,0 days 00:00:48.070000,0 days 00:00:29.244000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
9.0,HAM,44,Mercedes,2.0,0 days 00:01:49.143000,False,0 days 00:00:31.723000,0 days 00:00:48.014000,0 days 00:00:29.406000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
10.0,HAM,44,Mercedes,2.0,0 days 00:01:49.179000,False,0 days 00:00:31.660000,0 days 00:00:48.141000,0 days 00:00:29.378000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
11.0,HAM,44,Mercedes,2.0,0 days 00:01:48.977000,False,0 days 00:00:31.663000,0 days 00:00:47.884000,0 days 00:00:29.430000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
12.0,HAM,44,Mercedes,2.0,0 days 00:01:48.665000,True,0 days 00:00:31.607000,0 days 00:00:47.755000,0 days 00:00:29.303000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
13.0,HAM,44,Mercedes,2.0,0 days 00:01:48.742000,False,0 days 00:00:31.459000,0 days 00:00:47.873000,0 days 00:00:29.410000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
14.0,HAM,44,Mercedes,2.0,0 days 00:01:48.939000,False,0 days 00:00:31.549000,0 days 00:00:48.054000,0 days 00:00:29.336000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
15.0,HAM,44,Mercedes,2.0,0 days 00:01:48.479000,True,0 days 00:00:31.618000,0 days 00:00:47.586000,0 days 00:00:29.275000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
16.0,HAM,44,Mercedes,2.0,0 days 00:01:48.208000,True,0 days 00:00:31.486000,0 days 00:00:47.487000,0 days 00:00:29.235000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
17.0,HAM,44,Mercedes,2.0,0 days 00:01:48.448000,False,0 days 00:00:31.527000,0 days 00:00:47.632000,0 days 00:00:29.289000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
18.0,HAM,44,Mercedes,2.0,0 days 00:01:48.706000,False,0 days 00:00:31.602000,0 days 00:00:47.801000,0 days 00:00:29.303000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
19.0,HAM,44,Mercedes,2.0,0 days 00:01:48.739000,False,0 days 00:00:31.621000,0 days 00:00:47.847000,0 days 00:00:29.271000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
20.0,HAM,44,Mercedes,2.0,0 days 00:01:48.736000,False,0 days 00:00:31.550000,0 days 00:00:47.849000,0 days 00:00:29.337000,SUPERSOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
21.0,HAM,44,Mercedes,2.0,0 days 00:01:53.411000,False,0 days 00:00:31.499000,0 days 00:00:48.179000,0 days 00:00:33.733000,SUPERSOFT,0 days 01:00:48.913000,0 days 01:01:11.181000,0 days 00:00:22.268000,2.0,1.0,Finished,2018,GP Belgica,historica
22.0,HAM,44,Mercedes,3.0,0 days 00:01:59.902000,False,0 days 00:00:44.885000,0 days 00:00:46.211000,0 days 00:00:28.806000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
23.0,HAM,44,Mercedes,2.0,0 days 00:01:46.721000,True,0 days 00:00:30.653000,0 days 00:00:47.116000,0 days 00:00:28.952000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
24.0,HAM,44,Mercedes,2.0,0 days 00:01:46.902000,False,0 days 00:00:31.156000,0 days 00:00:46.762000,0 days 00:00:28.984000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
25.0,HAM,44,Mercedes,2.0,0 days 00:01:46.856000,False,0 days 00:00:31.216000,0 days 00:00:46.632000,0 days 00:00:29.008000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
26.0,HAM,44,Mercedes,2.0,0 days 00:01:47.958000,False,0 days 00:00:31.150000,0 days 00:00:47.632000,0 days 00:00:29.176000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
27.0,HAM,44,Mercedes,2.0,0 days 00:01:47.687000,False,0 days 00:00:31.245000,0 days 00:00:47.257000,0 days 00:00:29.185000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
28.0,HAM,44,Mercedes,2.0,0 days 00:01:47.565000,False,0 days 00:00:31.219000,0 days 00:00:47.263000,0 days 00:00:29.083000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
29.0,HAM,44,Mercedes,2.0,0 days 00:01:47.403000,False,0 days 00:00:31.333000,0 days 00:00:46.990000,0 days 00:00:29.080000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
30.0,HAM,44,Mercedes,2.0,0 days 00:01:47.096000,False,0 days 00:00:31.306000,0 days 00:00:46.650000,0 days 00:00:29.140000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
31.0,HAM,44,Mercedes,2.0,0 days 00:01:47.317000,False,0 days 00:00:31.316000,0 days 00:00:46.969000,0 days 00:00:29.032000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
32.0,HAM,44,Mercedes,2.0,0 days 00:01:47.046000,False,0 days 00:00:31.262000,0 days 00:00:46.694000,0 days 00:00:29.090000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
33.0,HAM,44,Mercedes,2.0,0 days 00:01:47.341000,False,0 days 00:00:31.439000,0 days 00:00:46.887000,0 days 00:00:29.015000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
34.0,HAM,44,Mercedes,2.0,0 days 00:01:47.223000,False,0 days 00:00:31.420000,0 days 00:00:46.713000,0 days 00:00:29.090000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
35.0,HAM,44,Mercedes,2.0,0 days 00:01:47.283000,False,0 days 00:00:31.293000,0 days 00:00:46.897000,0 days 00:00:29.093000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
36.0,HAM,44,Mercedes,2.0,0 days 00:01:47.397000,False,0 days 00:00:31.201000,0 days 00:00:47.193000,0 days 00:00:29.003000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
37.0,HAM,44,Mercedes,2.0,0 days 00:01:47.588000,False,0 days 00:00:31.139000,0 days 00:00:47.269000,0 days 00:00:29.180000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
38.0,HAM,44,Mercedes,2.0,0 days 00:01:47.607000,False,0 days 00:00:31.241000,0 days 00:00:47.274000,0 days 00:00:29.092000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
39.0,HAM,44,Mercedes,2.0,0 days 00:01:47.080000,False,0 days 00:00:30.869000,0 days 00:00:46.949000,0 days 00:00:29.262000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
40.0,HAM,44,Mercedes,2.0,0 days 00:01:47.974000,False,0 days 00:00:31.670000,0 days 00:00:47.180000,0 days 00:00:29.124000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
41.0,HAM,44,Mercedes,2.0,0 days 00:01:48.055000,False,0 days 00:00:31.544000,0 days 00:00:47.235000,0 days 00:00:29.276000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
42.0,HAM,44,Mercedes,2.0,0 days 00:01:48.629000,False,0 days 00:00:31.780000,0 days 00:00:47.577000,0 days 00:00:29.272000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
43.0,HAM,44,Mercedes,2.0,0 days 00:01:48.860000,False,0 days 00:00:31.657000,0 days 00:00:47.786000,0 days 00:00:29.417000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
44.0,HAM,44,Mercedes,2.0,0 days 00:01:49.806000,False,0 days 00:00:31.871000,0 days 00:00:48.045000,0 days 00:00:29.890000,SOFT,,,,2.0,1.0,Finished,2018,GP Belgica,historica
1.0,VER,33,Red Bull Racing,8.0,0 days 00:02:34.928000,False,,0 days 00:01:14.197000,0 days 00:00:46.029000,nan,0 days 00:21:05.134000,0 days 00:21:24.999000,0 days 00:00:19.865000,3.0,7.0,Finished,2018,GP Belgica,historica
2.0,VER,33,Red Bull Racing,5.0,,False,0 days 00:00:58.602000,0 days 00:01:16.308000,0 days 00:00:45.425000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
3.0,VER,33,Red Bull Racing,5.0,,False,0 days 00:00:53.343000,0 days 00:01:14.521000,0 days 00:00:42.500000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
4.0,VER,33,Red Bull Racing,5.0,,False,0 days 00:00:49.478000,0 days 00:01:13.763000,0 days 00:00:55.379000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
5.0,VER,33,Red Bull Racing,5.0,0 days 00:01:52.189000,True,0 days 00:00:31.772000,0 days 00:00:50.661000,0 days 00:00:29.756000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
6.0,VER,33,Red Bull Racing,5.0,0 days 00:01:51.619000,True,0 days 00:00:31.570000,0 days 00:00:50.519000,0 days 00:00:29.530000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
7.0,VER,33,Red Bull Racing,4.0,0 days 00:01:50.140000,True,0 days 00:00:30.910000,0 days 00:00:49.753000,0 days 00:00:29.477000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
8.0,VER,33,Red Bull Racing,4.0,0 days 00:01:49.993000,True,0 days 00:00:31.425000,0 days 00:00:49.112000,0 days 00:00:29.456000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
9.0,VER,33,Red Bull Racing,4.0,0 days 00:01:50.445000,False,0 days 00:00:31.199000,0 days 00:00:49.688000,0 days 00:00:29.558000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
10.0,VER,33,Red Bull Racing,3.0,0 days 00:01:48.932000,True,0 days 00:00:30.977000,0 days 00:00:48.493000,0 days 00:00:29.462000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
11.0,VER,33,Red Bull Racing,3.0,0 days 00:01:49.575000,False,0 days 00:00:31.776000,0 days 00:00:48.314000,0 days 00:00:29.485000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
12.0,VER,33,Red Bull Racing,3.0,0 days 00:01:49.224000,False,0 days 00:00:31.775000,0 days 00:00:48.120000,0 days 00:00:29.329000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
13.0,VER,33,Red Bull Racing,3.0,0 days 00:01:49.253000,False,0 days 00:00:31.739000,0 days 00:00:48.173000,0 days 00:00:29.341000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
14.0,VER,33,Red Bull Racing,3.0,0 days 00:01:49.377000,False,0 days 00:00:31.831000,0 days 00:00:48.129000,0 days 00:00:29.417000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
15.0,VER,33,Red Bull Racing,3.0,0 days 00:01:49.043000,False,0 days 00:00:31.716000,0 days 00:00:47.934000,0 days 00:00:29.393000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
16.0,VER,33,Red Bull Racing,3.0,0 days 00:01:49.219000,False,0 days 00:00:31.846000,0 days 00:00:47.934000,0 days 00:00:29.439000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
17.0,VER,33,Red Bull Racing,3.0,0 days 00:01:49.287000,False,0 days 00:00:31.863000,0 days 00:00:47.782000,0 days 00:00:29.642000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
18.0,VER,33,Red Bull Racing,3.0,0 days 00:01:48.879000,True,0 days 00:00:31.676000,0 days 00:00:47.849000,0 days 00:00:29.354000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
19.0,VER,33,Red Bull Racing,3.0,0 days 00:01:48.936000,False,0 days 00:00:31.623000,0 days 00:00:47.970000,0 days 00:00:29.343000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
20.0,VER,33,Red Bull Racing,3.0,0 days 00:01:48.937000,False,0 days 00:00:31.591000,0 days 00:00:47.910000,0 days 00:00:29.436000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
21.0,VER,33,Red Bull Racing,3.0,0 days 00:01:48.953000,False,0 days 00:00:31.710000,0 days 00:00:47.870000,0 days 00:00:29.373000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
22.0,VER,33,Red Bull Racing,2.0,0 days 00:01:49.194000,False,0 days 00:00:32.021000,0 days 00:00:47.782000,0 days 00:00:29.391000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
23.0,VER,33,Red Bull Racing,3.0,0 days 00:01:50.278000,False,0 days 00:00:31.468000,0 days 00:00:49.374000,0 days 00:00:29.436000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
24.0,VER,33,Red Bull Racing,3.0,0 days 00:01:48.756000,True,0 days 00:00:31.647000,0 days 00:00:47.815000,0 days 00:00:29.294000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
25.0,VER,33,Red Bull Racing,3.0,0 days 00:01:48.536000,True,0 days 00:00:31.606000,0 days 00:00:47.743000,0 days 00:00:29.187000,SUPERSOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
26.0,VER,33,Red Bull Racing,3.0,0 days 00:01:53.013000,False,0 days 00:00:31.471000,0 days 00:00:47.786000,0 days 00:00:33.756000,SUPERSOFT,0 days 01:10:08.725000,0 days 01:10:30.975000,0 days 00:00:22.250000,3.0,7.0,Finished,2018,GP Belgica,historica
27.0,VER,33,Red Bull Racing,3.0,0 days 00:02:00.763000,False,0 days 00:00:45.072000,0 days 00:00:46.754000,0 days 00:00:28.937000,SOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
28.0,VER,33,Red Bull Racing,3.0,0 days 00:01:47.347000,True,0 days 00:00:31.482000,0 days 00:00:46.850000,0 days 00:00:29.015000,SOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
29.0,VER,33,Red Bull Racing,3.0,0 days 00:01:47.273000,True,0 days 00:00:31.546000,0 days 00:00:46.741000,0 days 00:00:28.986000,SOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
30.0,VER,33,Red Bull Racing,3.0,0 days 00:01:47.477000,False,0 days 00:00:31.481000,0 days 00:00:47.034000,0 days 00:00:28.962000,SOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
31.0,VER,33,Red Bull Racing,3.0,0 days 00:01:47.492000,False,0 days 00:00:31.527000,0 days 00:00:46.903000,0 days 00:00:29.062000,SOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
32.0,VER,33,Red Bull Racing,3.0,0 days 00:01:47.371000,False,0 days 00:00:31.426000,0 days 00:00:46.935000,0 days 00:00:29.010000,SOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
33.0,VER,33,Red Bull Racing,3.0,0 days 00:01:47.211000,True,0 days 00:00:31.421000,0 days 00:00:46.897000,0 days 00:00:28.893000,SOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
34.0,VER,33,Red Bull Racing,3.0,0 days 00:01:47.141000,True,0 days 00:00:31.368000,0 days 00:00:46.801000,0 days 00:00:28.972000,SOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
35.0,VER,33,Red Bull Racing,3.0,0 days 00:01:47.255000,False,0 days 00:00:31.348000,0 days 00:00:46.932000,0 days 00:00:28.975000,SOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
36.0,VER,33,Red Bull Racing,3.0,0 days 00:01:46.946000,True,0 days 00:00:31.218000,0 days 00:00:46.826000,0 days 00:00:28.902000,SOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
37.0,VER,33,Red Bull Racing,3.0,0 days 00:01:47.776000,False,0 days 00:00:31.048000,0 days 00:00:47.667000,0 days 00:00:29.061000,SOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
38.0,VER,33,Red Bull Racing,3.0,0 days 00:01:47.468000,False,0 days 00:00:31.358000,0 days 00:00:47.063000,0 days 00:00:29.047000,SOFT,,,,3.0,7.0,Finished,2018,GP Belgica,historica
