LapNumber,Driver,DriverNumber,Team,Position,LapTime,IsPersonalBest,Sector1Time,Sector2Time,Sector3Time,Compound,PitInTime,PitOutTime,PitStopDuration,FinishingPosition,GridPosition,FinalStatus,Season,RaceName,RaceType
38.0,VET,5,Ferrari,4.0,0 days 00:01:46.570000,False,0 days 00:00:30.789000,0 days 00:00:46.791000,0 days 00:00:28.990000,SOFT,,,,4.0,2.0,Finished,2019,GP Belgica,historica
39.0,VET,5,Ferrari,4.0,0 days 00:01:46.767000,False,0 days 00:00:30.897000,0 days 00:00:46.894000,0 days 00:00:28.976000,SOFT,,,,4.0,2.0,Finished,2019,GP Belgica,historica
40.0,VET,5,Ferrari,4.0,0 days 00:01:47.462000,False,0 days 00:00:30.855000,0 days 00:00:47.361000,0 days 00:00:29.246000,SOFT,,,,4.0,2.0,Finished,2019,GP Belgica,historica
41.0,VET,5,Ferrari,4.0,0 days 00:01:47.070000,False,0 days 00:00:31.054000,0 days 00:00:46.915000,0 days 00:00:29.101000,SOFT,,,,4.0,2.0,Finished,2019,GP Belgica,historica
42.0,VET,5,Ferrari,4.0,0 days 00:01:46.785000,False,0 days 00:00:30.998000,0 days 00:00:46.774000,0 days 00:00:29.013000,SOFT,,,,4.0,2.0,Finished,2019,GP Belgica,historica
43.0,VET,5,Ferrari,4.0,0 days 00:01:49.008000,False,0 days 00:00:31.097000,0 days 00:00:47.318000,0 days 00:00:30.593000,SOFT,,,,4.0,2.0,Finished,2019,GP Belgica,historica
44.0,VET,5,Ferrari,4.0,0 days 00:01:52.487000,False,0 days 00:00:30.906000,0 days 00:00:49.678000,0 days 00:00:31.903000,SOFT,,,,4.0,2.0,Finished,2019,GP Belgica,historica
1.0,SAI,55,McLaren,20.0,0 days 00:03:14.682000,False,,0 days 00:01:11.639000,0 days 00:01:00.928000,SOFT,,,,19.0,15.0,Power loss,2019,GP Belgica,historica
1.0,RUS,63,Williams,16.0,0 days 00:02:41.046000,False,,0 days 00:01:19.949000,0 days 00:00:41.152000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
2.0,RUS,63,Williams,15.0,,False,0 days 00:01:01.904000,0 days 00:01:12.838000,0 days 00:00:45.051000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
3.0,RUS,63,Williams,15.0,,False,0 days 00:00:53.958000,0 days 00:01:08.139000,0 days 00:00:55.260000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
4.0,RUS,63,Williams,15.0,,False,0 days 00:00:45.503000,0 days 00:01:09.112000,0 days 00:00:47.153000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
5.0,RUS,63,Williams,15.0,0 days 00:01:54.692000,True,0 days 00:00:32.209000,0 days 00:00:52.112000,0 days 00:00:30.371000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
6.0,RUS,63,Williams,16.0,0 days 00:01:54.079000,True,,,0 days 00:00:30.211000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
7.0,RUS,63,Williams,17.0,0 days 00:01:54.862000,False,0 days 00:00:32.334000,0 days 00:00:52.155000,0 days 00:00:30.373000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
8.0,RUS,63,Williams,17.0,0 days 00:01:52.810000,True,0 days 00:00:32.090000,0 days 00:00:50.373000,0 days 00:00:30.347000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
9.0,RUS,63,Williams,17.0,0 days 00:01:52.233000,True,0 days 00:00:32.134000,0 days 00:00:49.872000,0 days 00:00:30.227000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
10.0,RUS,63,Williams,17.0,0 days 00:01:52.410000,False,0 days 00:00:32.266000,0 days 00:00:49.799000,0 days 00:00:30.345000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
11.0,RUS,63,Williams,17.0,0 days 00:01:52.046000,True,0 days 00:00:32.112000,0 days 00:00:49.559000,0 days 00:00:30.375000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
12.0,RUS,63,Williams,16.0,0 days 00:01:52.194000,False,0 days 00:00:32.227000,0 days 00:00:49.641000,0 days 00:00:30.326000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
13.0,RUS,63,Williams,16.0,0 days 00:01:51.983000,True,0 days 00:00:32.203000,0 days 00:00:49.569000,0 days 00:00:30.211000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
14.0,RUS,63,Williams,15.0,0 days 00:01:52.202000,False,0 days 00:00:32.290000,0 days 00:00:49.670000,0 days 00:00:30.242000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
15.0,RUS,63,Williams,15.0,0 days 00:01:52.540000,False,0 days 00:00:32.212000,0 days 00:00:49.663000,0 days 00:00:30.665000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
16.0,RUS,63,Williams,15.0,0 days 00:01:52.373000,False,0 days 00:00:31.743000,0 days 00:00:50.426000,0 days 00:00:30.204000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
17.0,RUS,63,Williams,17.0,0 days 00:01:54.276000,False,0 days 00:00:32.057000,0 days 00:00:51.972000,0 days 00:00:30.247000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
18.0,RUS,63,Williams,17.0,0 days 00:01:53.222000,False,0 days 00:00:32.166000,0 days 00:00:50.574000,0 days 00:00:30.482000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
19.0,RUS,63,Williams,17.0,0 days 00:01:53.089000,False,0 days 00:00:32.136000,0 days 00:00:50.647000,0 days 00:00:30.306000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
20.0,RUS,63,Williams,17.0,0 days 00:01:52.668000,False,0 days 00:00:32.251000,0 days 00:00:50.180000,0 days 00:00:30.237000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
21.0,RUS,63,Williams,17.0,0 days 00:01:52.161000,False,0 days 00:00:32.115000,0 days 00:00:49.764000,0 days 00:00:30.282000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
22.0,RUS,63,Williams,17.0,0 days 00:01:52.364000,False,0 days 00:00:32.270000,0 days 00:00:49.807000,0 days 00:00:30.287000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
23.0,RUS,63,Williams,17.0,0 days 00:01:52.499000,False,0 days 00:00:32.396000,0 days 00:00:49.875000,0 days 00:00:30.228000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
24.0,RUS,63,Williams,17.0,0 days 00:01:52.179000,False,0 days 00:00:32.126000,0 days 00:00:49.853000,0 days 00:00:30.200000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
25.0,RUS,63,Williams,17.0,0 days 00:01:52.258000,False,0 days 00:00:32.188000,0 days 00:00:49.948000,0 days 00:00:30.122000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
26.0,RUS,63,Williams,16.0,0 days 00:01:52.349000,False,0 days 00:00:32.184000,0 days 00:00:49.918000,0 days 00:00:30.247000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
27.0,RUS,63,Williams,16.0,0 days 00:01:52.696000,False,0 days 00:00:32.111000,0 days 00:00:50.257000,0 days 00:00:30.328000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
28.0,RUS,63,Williams,16.0,0 days 00:01:52.985000,False,0 days 00:00:32.378000,0 days 00:00:50.221000,0 days 00:00:30.386000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
29.0,RUS,63,Williams,17.0,0 days 00:01:53.333000,False,0 days 00:00:32.507000,0 days 00:00:50.474000,0 days 00:00:30.352000,MEDIUM,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
30.0,RUS,63,Williams,18.0,0 days 00:01:58.040000,False,0 days 00:00:32.150000,0 days 00:00:50.958000,0 days 00:00:34.932000,MEDIUM,0 days 01:33:41.707000,0 days 01:34:04.161000,0 days 00:00:22.454000,15.0,14.0,+1 Lap,2019,GP Belgica,historica
31.0,RUS,63,Williams,18.0,0 days 00:02:03.248000,False,0 days 00:00:45.699000,0 days 00:00:48.151000,0 days 00:00:29.398000,SOFT,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
32.0,RUS,63,Williams,16.0,0 days 00:01:49.307000,True,0 days 00:00:31.583000,0 days 00:00:47.862000,0 days 00:00:29.862000,SOFT,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
33.0,RUS,63,Williams,16.0,0 days 00:01:49.003000,True,0 days 00:00:31.644000,0 days 00:00:47.627000,0 days 00:00:29.732000,SOFT,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
34.0,RUS,63,Williams,16.0,0 days 00:01:48.860000,True,0 days 00:00:31.725000,0 days 00:00:47.404000,0 days 00:00:29.731000,SOFT,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
35.0,RUS,63,Williams,16.0,0 days 00:01:48.973000,False,0 days 00:00:31.764000,0 days 00:00:47.517000,0 days 00:00:29.692000,SOFT,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
36.0,RUS,63,Williams,16.0,0 days 00:01:49.053000,False,0 days 00:00:31.844000,0 days 00:00:47.403000,0 days 00:00:29.806000,SOFT,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
37.0,RUS,63,Williams,16.0,0 days 00:01:49.330000,False,0 days 00:00:31.852000,0 days 00:00:47.613000,0 days 00:00:29.865000,SOFT,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
38.0,RUS,63,Williams,16.0,0 days 00:01:49.676000,False,0 days 00:00:31.940000,0 days 00:00:47.736000,0 days 00:00:30,SOFT,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
39.0,RUS,63,Williams,16.0,0 days 00:01:50.100000,False,0 days 00:00:31.962000,0 days 00:00:47.929000,0 days 00:00:30.209000,SOFT,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
40.0,RUS,63,Williams,16.0,0 days 00:01:50.922000,False,0 days 00:00:32.452000,0 days 00:00:48.411000,0 days 00:00:30.059000,SOFT,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
41.0,RUS,63,Williams,16.0,0 days 00:01:49.925000,False,0 days 00:00:32.036000,0 days 00:00:47.869000,0 days 00:00:30.020000,SOFT,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
42.0,RUS,63,Williams,16.0,0 days 00:01:49.293000,False,0 days 00:00:31.949000,0 days 00:00:47.542000,0 days 00:00:29.802000,SOFT,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
43.0,RUS,63,Williams,15.0,0 days 00:01:51.056000,False,0 days 00:00:32.037000,0 days 00:00:49.083000,0 days 00:00:29.936000,SOFT,,,,15.0,14.0,+1 Lap,2019,GP Belgica,historica
1.0,RAI,7,Alfa Romeo Racing,19.0,0 days 00:02:47.682000,False,,0 days 00:01:22.322000,0 days 00:00:42.723000,SOFT,0 days 00:36:11.143000,0 days 00:36:50.109000,0 days 00:00:38.966000,16.0,6.0,+1 Lap,2019,GP Belgica,historica
2.0,RAI,7,Alfa Romeo Racing,18.0,,False,0 days 00:01:09.232000,0 days 00:01:01.644000,0 days 00:00:50.796000,MEDIUM,0 days 00:39:12.577000,0 days 00:39:37.856000,0 days 00:00:25.279000,16.0,6.0,+1 Lap,2019,GP Belgica,historica
3.0,RAI,7,Alfa Romeo Racing,18.0,,False,0 days 00:00:50.478000,0 days 00:01:06.065000,0 days 00:00:56.788000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
4.0,RAI,7,Alfa Romeo Racing,18.0,,False,0 days 00:00:49.439000,0 days 00:01:05.652000,0 days 00:00:43.566000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
5.0,RAI,7,Alfa Romeo Racing,18.0,0 days 00:01:55.297000,True,0 days 00:00:31.996000,0 days 00:00:52.910000,0 days 00:00:30.391000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
6.0,RAI,7,Alfa Romeo Racing,17.0,0 days 00:01:53.188000,True,0 days 00:00:31.648000,0 days 00:00:51.430000,0 days 00:00:30.110000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
7.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:52.685000,True,0 days 00:00:31.282000,0 days 00:00:51.268000,0 days 00:00:30.135000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
8.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:52.521000,True,0 days 00:00:31.663000,0 days 00:00:50.842000,0 days 00:00:30.016000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
9.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:51.913000,True,0 days 00:00:31.715000,0 days 00:00:50.151000,0 days 00:00:30.047000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
10.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:52.068000,False,0 days 00:00:31.753000,0 days 00:00:50.444000,0 days 00:00:29.871000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
11.0,RAI,7,Alfa Romeo Racing,15.0,0 days 00:01:51.910000,True,0 days 00:00:31.703000,0 days 00:00:50.318000,0 days 00:00:29.889000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
12.0,RAI,7,Alfa Romeo Racing,15.0,0 days 00:01:52.016000,False,0 days 00:00:31.738000,0 days 00:00:50.343000,0 days 00:00:29.935000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
13.0,RAI,7,Alfa Romeo Racing,15.0,0 days 00:01:52.465000,False,0 days 00:00:31.802000,0 days 00:00:50.653000,0 days 00:00:30.010000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
14.0,RAI,7,Alfa Romeo Racing,14.0,0 days 00:01:52.201000,False,0 days 00:00:31.871000,0 days 00:00:50.428000,0 days 00:00:29.902000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
15.0,RAI,7,Alfa Romeo Racing,13.0,0 days 00:01:52.274000,False,0 days 00:00:31.814000,0 days 00:00:50.551000,0 days 00:00:29.909000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
16.0,RAI,7,Alfa Romeo Racing,12.0,0 days 00:01:52.394000,False,0 days 00:00:31.773000,0 days 00:00:50.607000,0 days 00:00:30.014000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
17.0,RAI,7,Alfa Romeo Racing,14.0,0 days 00:01:54.071000,False,0 days 00:00:31.967000,0 days 00:00:52.080000,0 days 00:00:30.024000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
18.0,RAI,7,Alfa Romeo Racing,15.0,0 days 00:01:54.005000,False,0 days 00:00:31.931000,0 days 00:00:51.918000,0 days 00:00:30.156000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
19.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:53.418000,False,0 days 00:00:31.799000,0 days 00:00:51.563000,0 days 00:00:30.056000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
20.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:52.503000,False,0 days 00:00:31.776000,0 days 00:00:50.893000,0 days 00:00:29.834000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
21.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:51.828000,True,0 days 00:00:31.597000,0 days 00:00:50.304000,0 days 00:00:29.927000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
22.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:52.136000,False,0 days 00:00:31.781000,0 days 00:00:50.388000,0 days 00:00:29.967000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
23.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:52.527000,False,0 days 00:00:31.876000,0 days 00:00:50.578000,0 days 00:00:30.073000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
24.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:52.784000,False,0 days 00:00:31.746000,0 days 00:00:50.952000,0 days 00:00:30.086000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
25.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:52.555000,False,0 days 00:00:31.846000,0 days 00:00:50.778000,0 days 00:00:29.931000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
26.0,RAI,7,Alfa Romeo Racing,15.0,0 days 00:01:52.188000,False,0 days 00:00:31.776000,0 days 00:00:50.456000,0 days 00:00:29.956000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
27.0,RAI,7,Alfa Romeo Racing,15.0,0 days 00:01:52.446000,False,0 days 00:00:31.735000,0 days 00:00:50.627000,0 days 00:00:30.084000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
28.0,RAI,7,Alfa Romeo Racing,15.0,0 days 00:01:53.064000,False,0 days 00:00:32.006000,0 days 00:00:50.882000,0 days 00:00:30.176000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
29.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:53.100000,False,0 days 00:00:31.869000,0 days 00:00:50.654000,0 days 00:00:30.577000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
30.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:53.666000,False,0 days 00:00:31.938000,0 days 00:00:51.468000,0 days 00:00:30.260000,MEDIUM,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
31.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:57.882000,False,0 days 00:00:31.966000,0 days 00:00:51.193000,0 days 00:00:34.723000,MEDIUM,0 days 01:35:33.757000,0 days 01:36:00.584000,0 days 00:00:26.827000,16.0,6.0,+1 Lap,2019,GP Belgica,historica
32.0,RAI,7,Alfa Romeo Racing,18.0,0 days 00:02:09.169000,False,0 days 00:00:49.917000,0 days 00:00:49.943000,0 days 00:00:29.309000,SOFT,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
33.0,RAI,7,Alfa Romeo Racing,18.0,0 days 00:01:48.844000,True,0 days 00:00:30.988000,0 days 00:00:48.687000,0 days 00:00:29.169000,SOFT,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
34.0,RAI,7,Alfa Romeo Racing,18.0,0 days 00:01:49.812000,False,0 days 00:00:30.984000,0 days 00:00:49.255000,0 days 00:00:29.573000,SOFT,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
35.0,RAI,7,Alfa Romeo Racing,18.0,0 days 00:01:49.774000,False,0 days 00:00:31.266000,0 days 00:00:49.122000,0 days 00:00:29.386000,SOFT,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
36.0,RAI,7,Alfa Romeo Racing,18.0,0 days 00:01:51.165000,False,0 days 00:00:31.397000,0 days 00:00:50.292000,0 days 00:00:29.476000,SOFT,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
37.0,RAI,7,Alfa Romeo Racing,17.0,0 days 00:01:48.753000,True,0 days 00:00:30.747000,0 days 00:00:48.522000,0 days 00:00:29.484000,SOFT,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
38.0,RAI,7,Alfa Romeo Racing,17.0,0 days 00:01:49.903000,False,0 days 00:00:31.618000,0 days 00:00:48.721000,0 days 00:00:29.564000,SOFT,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
39.0,RAI,7,Alfa Romeo Racing,17.0,0 days 00:01:49.471000,False,0 days 00:00:31.488000,0 days 00:00:48.454000,0 days 00:00:29.529000,SOFT,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
40.0,RAI,7,Alfa Romeo Racing,17.0,0 days 00:01:50.205000,False,0 days 00:00:31.584000,0 days 00:00:48.819000,0 days 00:00:29.802000,SOFT,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
41.0,RAI,7,Alfa Romeo Racing,17.0,0 days 00:01:49.577000,False,0 days 00:00:31.667000,0 days 00:00:48.392000,0 days 00:00:29.518000,SOFT,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
42.0,RAI,7,Alfa Romeo Racing,17.0,0 days 00:01:49.299000,False,0 days 00:00:31.660000,0 days 00:00:48.146000,0 days 00:00:29.493000,SOFT,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
43.0,RAI,7,Alfa Romeo Racing,16.0,0 days 00:01:53.008000,False,0 days 00:00:31.704000,0 days 00:00:51.208000,0 days 00:00:30.096000,SOFT,,,,16.0,6.0,+1 Lap,2019,GP Belgica,historica
1.0,BOT,77,Mercedes,5.0,0 days 00:02:22.327000,False,,0 days 00:01:07.442000,0 days 00:00:40.307000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
2.0,BOT,77,Mercedes,4.0,,False,0 days 00:01:03.539000,0 days 00:01:14.671000,0 days 00:00:40.805000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
3.0,BOT,77,Mercedes,4.0,,False,0 days 00:00:55.592000,0 days 00:01:12.474000,0 days 00:00:52.311000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
4.0,BOT,77,Mercedes,4.0,,False,0 days 00:00:43.873000,0 days 00:01:15.807000,0 days 00:00:53.005000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
5.0,BOT,77,Mercedes,4.0,0 days 00:01:51.747000,True,0 days 00:00:31.159000,0 days 00:00:50.751000,0 days 00:00:29.837000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
6.0,BOT,77,Mercedes,4.0,0 days 00:01:50.308000,True,0 days 00:00:31.609000,0 days 00:00:48.934000,0 days 00:00:29.765000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
7.0,BOT,77,Mercedes,4.0,0 days 00:01:50.087000,True,0 days 00:00:31.578000,0 days 00:00:48.796000,0 days 00:00:29.713000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
8.0,BOT,77,Mercedes,4.0,0 days 00:01:50.057000,True,0 days 00:00:31.551000,0 days 00:00:48.758000,0 days 00:00:29.748000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
9.0,BOT,77,Mercedes,4.0,0 days 00:01:50.022000,True,0 days 00:00:31.709000,0 days 00:00:48.569000,0 days 00:00:29.744000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
10.0,BOT,77,Mercedes,4.0,0 days 00:01:49.735000,True,0 days 00:00:31.646000,0 days 00:00:48.449000,0 days 00:00:29.640000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
11.0,BOT,77,Mercedes,4.0,0 days 00:01:49.342000,True,0 days 00:00:31.457000,0 days 00:00:48.231000,0 days 00:00:29.654000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
12.0,BOT,77,Mercedes,4.0,0 days 00:01:49.658000,False,0 days 00:00:31.517000,0 days 00:00:48.539000,0 days 00:00:29.602000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
13.0,BOT,77,Mercedes,4.0,0 days 00:01:49.462000,False,0 days 00:00:31.517000,0 days 00:00:48.452000,0 days 00:00:29.493000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
14.0,BOT,77,Mercedes,4.0,0 days 00:01:49.313000,True,0 days 00:00:31.549000,0 days 00:00:48.216000,0 days 00:00:29.548000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
15.0,BOT,77,Mercedes,3.0,0 days 00:01:49.448000,False,0 days 00:00:31.618000,0 days 00:00:48.315000,0 days 00:00:29.515000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
16.0,BOT,77,Mercedes,3.0,0 days 00:01:49.417000,False,0 days 00:00:31.557000,0 days 00:00:48.311000,0 days 00:00:29.549000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
17.0,BOT,77,Mercedes,3.0,0 days 00:01:49.228000,True,0 days 00:00:31.529000,0 days 00:00:48.169000,0 days 00:00:29.530000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
18.0,BOT,77,Mercedes,3.0,0 days 00:01:49.575000,False,0 days 00:00:31.495000,0 days 00:00:48.431000,0 days 00:00:29.649000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
19.0,BOT,77,Mercedes,3.0,0 days 00:01:49.270000,False,0 days 00:00:31.534000,0 days 00:00:48.188000,0 days 00:00:29.548000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
20.0,BOT,77,Mercedes,3.0,0 days 00:01:49.133000,True,0 days 00:00:31.480000,0 days 00:00:48.066000,0 days 00:00:29.587000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
21.0,BOT,77,Mercedes,3.0,0 days 00:01:49.209000,False,0 days 00:00:31.509000,0 days 00:00:48.163000,0 days 00:00:29.537000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
22.0,BOT,77,Mercedes,2.0,0 days 00:01:49.511000,False,0 days 00:00:31.583000,0 days 00:00:48.291000,0 days 00:00:29.637000,SOFT,,,,3.0,4.0,Finished,2019,GP Belgica,historica
23.0,BOT,77,Mercedes,2.0,0 days 00:01:53.827000,False,0 days 00:00:31.644000,0 days 00:00:48.047000,0 days 00:00:34.136000,SOFT,0 days 01:19:25.919000,0 days 01:19:48.455000,0 days 00:00:22.536000,3.0,4.0,Finished,2019,GP Belgica,historica
24.0,BOT,77,Mercedes,4.0,0 days 00:02:01.594000,False,0 days 00:00:45.921000,0 days 00:00:46.754000,0 days 00:00:28.919000,MEDIUM,,,,3.0,4.0,Finished,2019,GP Belgica,historica
25.0,BOT,77,Mercedes,4.0,0 days 00:01:46.551000,True,0 days 00:00:31.334000,0 days 00:00:46.230000,0 days 00:00:28.987000,MEDIUM,,,,3.0,4.0,Finished,2019,GP Belgica,historica
26.0,BOT,77,Mercedes,4.0,0 days 00:01:46.610000,False,0 days 00:00:31.104000,0 days 00:00:46.472000,0 days 00:00:29.034000,MEDIUM,,,,3.0,4.0,Finished,2019,GP Belgica,historica
27.0,BOT,77,Mercedes,4.0,0 days 00:01:46.465000,True,0 days 00:00:31.104000,0 days 00:00:46.292000,0 days 00:00:29.069000,MEDIUM,,,,3.0,4.0,Finished,2019,GP Belgica,historica
28.0,BOT,77,Mercedes,4.0,0 days 00:01:46.784000,False,0 days 00:00:31.154000,0 days 00:00:46.524000,0 days 00:00:29.106000,MEDIUM,,,,3.0,4.0,Finished,2019,GP Belgica,historica
29.0,BOT,77,Mercedes,4.0,0 days 00:01:46.853000,False,0 days 00:00:31.206000,0 days 00:00:46.440000,0 days 00:00:29.207000,MEDIUM,,,,3.0,4.0,Finished,2019,GP Belgica,historica
30.0,BOT,77,Mercedes,4.0,0 days 00:01:47.485000,False,0 days 00:00:31.200000,0 days 00:00:46.958000,0 days 00:00:29.327000,MEDIUM,,,,3.0,4.0,Finished,2019,GP Belgica,historica
