LapNumber,Driver,Team,LapTime,Position,IsPersonalBest,Compound,TyreLife,Sector1Time,Sector2Time,Sector3Time
22.0,VER,Red Bull Racing,0 days 00:01:55.325000,1.0,False,MEDIUM,8.0,0 days 00:00:33.125000,0 days 00:00:51.111000,0 days 00:00:31.089000
23.0,VER,Red Bull Racing,0 days 00:01:52.905000,1.0,False,MEDIUM,9.0,0 days 00:00:33.482000,0 days 00:00:49.274000,0 days 00:00:30.149000
24.0,VER,Red Bull Racing,0 days 00:01:50.996000,1.0,False,MEDIUM,10.0,0 days 00:00:32.673000,0 days 00:00:48.189000,0 days 00:00:30.134000
25.0,VER,Red Bull Racing,0 days 00:01:51.106000,1.0,False,MEDIUM,11.0,0 days 00:00:32.656000,0 days 00:00:48.348000,0 days 00:00:30.102000
26.0,VER,Red Bull Racing,0 days 00:01:51.377000,1.0,False,MEDIUM,12.0,0 days 00:00:32.676000,0 days 00:00:48.581000,0 days 00:00:30.120000
27.0,VER,Red Bull Racing,0 days 00:01:51.472000,1.0,False,MEDIUM,13.0,0 days 00:00:32.742000,0 days 00:00:48.397000,0 days 00:00:30.333000
28.0,VER,Red Bull Racing,0 days 00:01:51.410000,1.0,False,MEDIUM,14.0,0 days 00:00:32.760000,0 days 00:00:48.435000,0 days 00:00:30.215000
29.0,VER,Red Bull Racing,0 days 00:01:51.595000,1.0,False,MEDIUM,15.0,0 days 00:00:32.670000,0 days 00:00:48.714000,0 days 00:00:30.211000
30.0,VER,Red Bull Racing,0 days 00:01:55.882000,1.0,False,MEDIUM,16.0,0 days 00:00:32.883000,0 days 00:00:48.392000,0 days 00:00:34.607000
31.0,VER,Red Bull Racing,0 days 00:02:03.585000,1.0,False,SOFT,1.0,0 days 00:00:46.598000,0 days 00:00:47.145000,0 days 00:00:29.842000
32.0,VER,Red Bull Racing,0 days 00:01:48.922000,1.0,True,SOFT,2.0,0 days 00:00:32.354000,0 days 00:00:47.017000,0 days 00:00:29.551000
33.0,VER,Red Bull Racing,0 days 00:01:50.586000,1.0,False,SOFT,3.0,0 days 00:00:32.665000,0 days 00:00:47.994000,0 days 00:00:29.927000
34.0,VER,Red Bull Racing,0 days 00:01:50.792000,1.0,False,SOFT,4.0,0 days 00:00:32.556000,0 days 00:00:48.197000,0 days 00:00:30.039000
35.0,VER,Red Bull Racing,0 days 00:01:50.408000,1.0,False,SOFT,5.0,0 days 00:00:32.552000,0 days 00:00:48.050000,0 days 00:00:29.806000
36.0,VER,Red Bull Racing,0 days 00:01:50.362000,1.0,False,SOFT,6.0,0 days 00:00:32.584000,0 days 00:00:47.831000,0 days 00:00:29.947000
37.0,VER,Red Bull Racing,0 days 00:01:50.317000,1.0,False,SOFT,7.0,0 days 00:00:32.634000,0 days 00:00:47.696000,0 days 00:00:29.987000
38.0,VER,Red Bull Racing,0 days 00:01:50.147000,1.0,False,SOFT,8.0,0 days 00:00:32.612000,0 days 00:00:47.620000,0 days 00:00:29.915000
39.0,VER,Red Bull Racing,0 days 00:01:50.113000,1.0,False,SOFT,9.0,0 days 00:00:32.491000,0 days 00:00:47.716000,0 days 00:00:29.906000
40.0,VER,Red Bull Racing,0 days 00:01:50.067000,1.0,False,SOFT,10.0,0 days 00:00:32.660000,0 days 00:00:47.491000,0 days 00:00:29.916000
41.0,VER,Red Bull Racing,0 days 00:01:49.954000,1.0,False,SOFT,11.0,0 days 00:00:32.495000,0 days 00:00:47.523000,0 days 00:00:29.936000
42.0,VER,Red Bull Racing,0 days 00:01:50.187000,1.0,False,SOFT,12.0,0 days 00:00:32.760000,0 days 00:00:47.595000,0 days 00:00:29.832000
43.0,VER,Red Bull Racing,0 days 00:01:50.095000,1.0,False,SOFT,13.0,0 days 00:00:32.718000,0 days 00:00:47.656000,0 days 00:00:29.721000
44.0,VER,Red Bull Racing,0 days 00:01:50.579000,1.0,False,SOFT,14.0,0 days 00:00:32.491000,0 days 00:00:47.951000,0 days 00:00:30.137000
1.0,PER,Red Bull Racing,0 days 00:01:53.295000,2.0,False,SOFT,1.0,,0 days 00:00:48.536000,0 days 00:00:30.124000
2.0,PER,Red Bull Racing,0 days 00:01:52.166000,1.0,True,SOFT,2.0,0 days 00:00:32.557000,0 days 00:00:49.364000,0 days 00:00:30.245000
3.0,PER,Red Bull Racing,0 days 00:01:52.153000,1.0,True,SOFT,3.0,0 days 00:00:32.702000,0 days 00:00:49.068000,0 days 00:00:30.383000
4.0,PER,Red Bull Racing,0 days 00:01:52.336000,1.0,False,SOFT,4.0,0 days 00:00:32.894000,0 days 00:00:49.117000,0 days 00:00:30.325000
5.0,PER,Red Bull Racing,0 days 00:01:52.572000,1.0,False,SOFT,5.0,0 days 00:00:32.843000,0 days 00:00:49.213000,0 days 00:00:30.516000
6.0,PER,Red Bull Racing,0 days 00:01:52.466000,1.0,False,SOFT,6.0,0 days 00:00:32.968000,0 days 00:00:49.099000,0 days 00:00:30.399000
7.0,PER,Red Bull Racing,0 days 00:01:52.520000,1.0,False,SOFT,7.0,0 days 00:00:32.912000,0 days 00:00:49.162000,0 days 00:00:30.446000
8.0,PER,Red Bull Racing,0 days 00:01:52.305000,1.0,False,SOFT,8.0,0 days 00:00:32.849000,0 days 00:00:49.063000,0 days 00:00:30.393000
9.0,PER,Red Bull Racing,0 days 00:01:52.465000,1.0,False,SOFT,9.0,0 days 00:00:33.009000,0 days 00:00:49.099000,0 days 00:00:30.357000
10.0,PER,Red Bull Racing,0 days 00:01:52.720000,1.0,False,SOFT,10.0,0 days 00:00:32.944000,0 days 00:00:49.354000,0 days 00:00:30.422000
11.0,PER,Red Bull Racing,0 days 00:01:52.644000,1.0,False,SOFT,11.0,0 days 00:00:32.757000,0 days 00:00:49.495000,0 days 00:00:30.392000
12.0,PER,Red Bull Racing,0 days 00:01:52.973000,1.0,False,SOFT,12.0,0 days 00:00:32.838000,0 days 00:00:49.735000,0 days 00:00:30.400000
13.0,PER,Red Bull Racing,0 days 00:01:57.632000,2.0,False,SOFT,13.0,0 days 00:00:32.936000,0 days 00:00:49.573000,0 days 00:00:35.123000
14.0,PER,Red Bull Racing,0 days 00:02:06.242000,2.0,False,MEDIUM,1.0,0 days 00:00:47.301000,0 days 00:00:48.841000,0 days 00:00:30.100000
15.0,PER,Red Bull Racing,0 days 00:01:51.621000,1.0,True,MEDIUM,2.0,0 days 00:00:32.552000,0 days 00:00:49.072000,0 days 00:00:29.997000
16.0,PER,Red Bull Racing,0 days 00:01:51.416000,1.0,True,MEDIUM,3.0,0 days 00:00:32.417000,0 days 00:00:49.037000,0 days 00:00:29.962000
17.0,PER,Red Bull Racing,0 days 00:01:52.175000,2.0,False,MEDIUM,4.0,0 days 00:00:32.453000,0 days 00:00:49.413000,0 days 00:00:30.309000
18.0,PER,Red Bull Racing,0 days 00:01:52.289000,2.0,False,MEDIUM,5.0,0 days 00:00:32.473000,0 days 00:00:49.361000,0 days 00:00:30.455000
19.0,PER,Red Bull Racing,0 days 00:01:53.525000,2.0,False,MEDIUM,6.0,0 days 00:00:32.730000,0 days 00:00:49.910000,0 days 00:00:30.885000
20.0,PER,Red Bull Racing,0 days 00:01:55.459000,2.0,False,MEDIUM,7.0,0 days 00:00:32.933000,0 days 00:00:50.781000,0 days 00:00:31.745000
21.0,PER,Red Bull Racing,0 days 00:01:55.448000,2.0,False,MEDIUM,8.0,0 days 00:00:33.813000,0 days 00:00:50.723000,0 days 00:00:30.912000
22.0,PER,Red Bull Racing,0 days 00:01:56.286000,2.0,False,MEDIUM,9.0,0 days 00:00:32.936000,0 days 00:00:52.567000,0 days 00:00:30.783000
23.0,PER,Red Bull Racing,0 days 00:01:53.361000,2.0,False,MEDIUM,10.0,0 days 00:00:33.429000,0 days 00:00:49.814000,0 days 00:00:30.118000
24.0,PER,Red Bull Racing,0 days 00:01:51.716000,2.0,False,MEDIUM,11.0,0 days 00:00:32.736000,0 days 00:00:48.788000,0 days 00:00:30.192000
25.0,PER,Red Bull Racing,0 days 00:01:51.692000,2.0,False,MEDIUM,12.0,0 days 00:00:32.527000,0 days 00:00:48.897000,0 days 00:00:30.268000
26.0,PER,Red Bull Racing,0 days 00:01:51.891000,2.0,False,MEDIUM,13.0,0 days 00:00:32.590000,0 days 00:00:48.928000,0 days 00:00:30.373000
27.0,PER,Red Bull Racing,0 days 00:01:52.199000,2.0,False,MEDIUM,14.0,0 days 00:00:32.751000,0 days 00:00:49.010000,0 days 00:00:30.438000
28.0,PER,Red Bull Racing,0 days 00:01:52.162000,2.0,False,MEDIUM,15.0,0 days 00:00:32.709000,0 days 00:00:49.137000,0 days 00:00:30.316000
29.0,PER,Red Bull Racing,0 days 00:01:56.724000,2.0,False,MEDIUM,16.0,0 days 00:00:32.496000,0 days 00:00:49.225000,0 days 00:00:35.003000
30.0,PER,Red Bull Racing,0 days 00:02:04.522000,2.0,False,SOFT,1.0,0 days 00:00:46.533000,0 days 00:00:48.161000,0 days 00:00:29.828000
31.0,PER,Red Bull Racing,0 days 00:01:50.308000,2.0,True,SOFT,2.0,0 days 00:00:32.372000,0 days 00:00:48.099000,0 days 00:00:29.837000
32.0,PER,Red Bull Racing,0 days 00:01:51.184000,2.0,False,SOFT,3.0,0 days 00:00:32.770000,0 days 00:00:48.513000,0 days 00:00:29.901000
33.0,PER,Red Bull Racing,0 days 00:01:51.440000,2.0,False,SOFT,4.0,0 days 00:00:32.663000,0 days 00:00:48.775000,0 days 00:00:30.002000
34.0,PER,Red Bull Racing,0 days 00:01:51.387000,2.0,False,SOFT,5.0,0 days 00:00:32.517000,0 days 00:00:48.812000,0 days 00:00:30.058000
35.0,PER,Red Bull Racing,0 days 00:01:50.827000,2.0,False,SOFT,6.0,0 days 00:00:32.462000,0 days 00:00:48.313000,0 days 00:00:30.052000
36.0,PER,Red Bull Racing,0 days 00:01:51.082000,2.0,False,SOFT,7.0,0 days 00:00:32.522000,0 days 00:00:48.566000,0 days 00:00:29.994000
37.0,PER,Red Bull Racing,0 days 00:01:51.103000,2.0,False,SOFT,8.0,0 days 00:00:32.265000,0 days 00:00:48.734000,0 days 00:00:30.104000
38.0,PER,Red Bull Racing,0 days 00:01:51.420000,2.0,False,SOFT,9.0,0 days 00:00:32.653000,0 days 00:00:48.688000,0 days 00:00:30.079000
39.0,PER,Red Bull Racing,0 days 00:01:51.117000,2.0,False,SOFT,10.0,0 days 00:00:32.324000,0 days 00:00:48.673000,0 days 00:00:30.120000
40.0,PER,Red Bull Racing,0 days 00:01:51.318000,2.0,False,SOFT,11.0,0 days 00:00:32.557000,0 days 00:00:48.650000,0 days 00:00:30.111000
41.0,PER,Red Bull Racing,0 days 00:01:50.935000,2.0,False,SOFT,12.0,0 days 00:00:32.336000,0 days 00:00:48.523000,0 days 00:00:30.076000
42.0,PER,Red Bull Racing,0 days 00:01:51.240000,2.0,False,SOFT,13.0,0 days 00:00:32.431000,0 days 00:00:48.764000,0 days 00:00:30.045000
43.0,PER,Red Bull Racing,0 days 00:01:50.911000,2.0,False,SOFT,14.0,0 days 00:00:32.278000,0 days 00:00:48.647000,0 days 00:00:29.986000
44.0,PER,Red Bull Racing,0 days 00:01:51.508000,2.0,False,SOFT,15.0,0 days 00:00:32.535000,0 days 00:00:48.866000,0 days 00:00:30.107000
1.0,LEC,Ferrari,0 days 00:01:54.584000,3.0,False,SOFT,1.0,,0 days 00:00:49.931000,0 days 00:00:29.936000
2.0,LEC,Ferrari,0 days 00:01:52.839000,2.0,True,SOFT,2.0,0 days 00:00:32.285000,0 days 00:00:50.121000,0 days 00:00:30.433000
3.0,LEC,Ferrari,0 days 00:01:52.292000,2.0,True,SOFT,3.0,0 days 00:00:32.498000,0 days 00:00:49.541000,0 days 00:00:30.253000
4.0,LEC,Ferrari,0 days 00:01:52.479000,2.0,False,SOFT,4.0,0 days 00:00:32.526000,0 days 00:00:49.676000,0 days 00:00:30.277000
5.0,LEC,Ferrari,0 days 00:01:52.575000,2.0,False,SOFT,5.0,0 days 00:00:32.487000,0 days 00:00:49.691000,0 days 00:00:30.397000
6.0,LEC,Ferrari,0 days 00:01:52.684000,2.0,False,SOFT,6.0,0 days 00:00:32.603000,0 days 00:00:49.698000,0 days 00:00:30.383000
7.0,LEC,Ferrari,0 days 00:01:52.763000,2.0,False,SOFT,7.0,0 days 00:00:32.722000,0 days 00:00:49.612000,0 days 00:00:30.429000
8.0,LEC,Ferrari,0 days 00:01:52.641000,2.0,False,SOFT,8.0,0 days 00:00:32.649000,0 days 00:00:49.578000,0 days 00:00:30.414000
9.0,LEC,Ferrari,0 days 00:01:53.603000,3.0,False,SOFT,9.0,0 days 00:00:32.544000,0 days 00:00:50.607000,0 days 00:00:30.452000
10.0,LEC,Ferrari,0 days 00:01:53.559000,3.0,False,SOFT,10.0,0 days 00:00:32.429000,0 days 00:00:50.027000,0 days 00:00:31.103000
11.0,LEC,Ferrari,0 days 00:01:53.232000,3.0,False,SOFT,11.0,0 days 00:00:32.634000,0 days 00:00:50.072000,0 days 00:00:30.526000
12.0,LEC,Ferrari,0 days 00:01:53.523000,3.0,False,SOFT,12.0,0 days 00:00:32.855000,0 days 00:00:49.955000,0 days 00:00:30.713000
13.0,LEC,Ferrari,0 days 00:01:57.485000,3.0,False,SOFT,13.0,0 days 00:00:32.498000,0 days 00:00:50.133000,0 days 00:00:34.854000
14.0,LEC,Ferrari,0 days 00:02:05.902000,3.0,False,MEDIUM,1.0,0 days 00:00:46.961000,0 days 00:00:48.689000,0 days 00:00:30.252000
15.0,LEC,Ferrari,0 days 00:01:51.880000,3.0,True,MEDIUM,2.0,0 days 00:00:32.334000,0 days 00:00:49.295000,0 days 00:00:30.251000
16.0,LEC,Ferrari,0 days 00:01:52.064000,3.0,False,MEDIUM,3.0,0 days 00:00:32.475000,0 days 00:00:49.179000,0 days 00:00:30.410000
17.0,LEC,Ferrari,0 days 00:01:52.243000,3.0,False,MEDIUM,4.0,0 days 00:00:32.384000,0 days 00:00:49.367000,0 days 00:00:30.492000
18.0,LEC,Ferrari,0 days 00:01:52.168000,3.0,False,MEDIUM,5.0,0 days 00:00:32.370000,0 days 00:00:49.402000,0 days 00:00:30.396000
19.0,LEC,Ferrari,0 days 00:01:52.868000,3.0,False,MEDIUM,6.0,0 days 00:00:32.426000,0 days 00:00:49.609000,0 days 00:00:30.833000
20.0,LEC,Ferrari,0 days 00:01:55.838000,3.0,False,MEDIUM,7.0,0 days 00:00:32.815000,0 days 00:00:50.363000,0 days 00:00:32.660000
21.0,LEC,Ferrari,0 days 00:01:55.901000,3.0,False,MEDIUM,8.0,0 days 00:00:33.334000,0 days 00:00:50.912000,0 days 00:00:31.655000
22.0,LEC,Ferrari,0 days 00:01:56.499000,3.0,False,MEDIUM,9.0,0 days 00:00:33.230000,0 days 00:00:51.874000,0 days 00:00:31.395000
23.0,LEC,Ferrari,0 days 00:01:53.585000,3.0,False,MEDIUM,10.0,0 days 00:00:33.378000,0 days 00:00:49.887000,0 days 00:00:30.320000
24.0,LEC,Ferrari,0 days 00:01:51.810000,3.0,True,MEDIUM,11.0,0 days 00:00:32.479000,0 days 00:00:48.993000,0 days 00:00:30.338000
25.0,LEC,Ferrari,0 days 00:01:51.717000,3.0,True,MEDIUM,12.0,0 days 00:00:32.233000,0 days 00:00:49.034000,0 days 00:00:30.450000
26.0,LEC,Ferrari,0 days 00:01:51.750000,3.0,False,MEDIUM,13.0,0 days 00:00:32.434000,0 days 00:00:49.036000,0 days 00:00:30.280000
27.0,LEC,Ferrari,0 days 00:01:51.865000,3.0,False,MEDIUM,14.0,0 days 00:00:32.361000,0 days 00:00:49.149000,0 days 00:00:30.355000
28.0,LEC,Ferrari,0 days 00:01:55.953000,3.0,False,MEDIUM,15.0,0 days 00:00:32.397000,0 days 00:00:49.118000,0 days 00:00:34.438000
29.0,LEC,Ferrari,0 days 00:02:03.881000,3.0,False,SOFT,1.0,0 days 00:00:46.626000,0 days 00:00:47.434000,0 days 00:00:29.821000
30.0,LEC,Ferrari,0 days 00:01:50.436000,3.0,True,SOFT,2.0,0 days 00:00:32.085000,0 days 00:00:48.292000,0 days 00:00:30.059000
31.0,LEC,Ferrari,0 days 00:01:50.903000,3.0,False,SOFT,3.0,0 days 00:00:32.194000,0 days 00:00:48.424000,0 days 00:00:30.285000
32.0,LEC,Ferrari,0 days 00:01:51.681000,3.0,False,SOFT,4.0,0 days 00:00:32.166000,0 days 00:00:49.344000,0 days 00:00:30.171000
33.0,LEC,Ferrari,0 days 00:01:51.189000,3.0,False,SOFT,5.0,0 days 00:00:32.283000,0 days 00:00:48.778000,0 days 00:00:30.128000
34.0,LEC,Ferrari,0 days 00:01:50.726000,3.0,False,SOFT,6.0,0 days 00:00:32.114000,0 days 00:00:48.475000,0 days 00:00:30.137000
35.0,LEC,Ferrari,0 days 00:01:51.267000,3.0,False,SOFT,7.0,0 days 00:00:32.329000,0 days 00:00:48.694000,0 days 00:00:30.244000
36.0,LEC,Ferrari,0 days 00:01:51.143000,3.0,False,SOFT,8.0,0 days 00:00:32.297000,0 days 00:00:48.679000,0 days 00:00:30.167000
37.0,LEC,Ferrari,0 days 00:01:51.298000,3.0,False,SOFT,9.0,0 days 00:00:32.134000,0 days 00:00:48.832000,0 days 00:00:30.332000
38.0,LEC,Ferrari,0 days 00:01:51.312000,3.0,False,SOFT,10.0,0 days 00:00:32.160000,0 days 00:00:49.004000,0 days 00:00:30.148000
39.0,LEC,Ferrari,0 days 00:01:50.919000,3.0,False,SOFT,11.0,0 days 00:00:32.149000,0 days 00:00:48.634000,0 days 00:00:30.136000
40.0,LEC,Ferrari,0 days 00:01:51.833000,3.0,False,SOFT,12.0,0 days 00:00:32.299000,0 days 00:00:49.136000,0 days 00:00:30.398000
41.0,LEC,Ferrari,0 days 00:01:52.252000,3.0,False,SOFT,13.0,0 days 00:00:32.216000,0 days 00:00:49.615000,0 days 00:00:30.421000
42.0,LEC,Ferrari,0 days 00:01:51.419000,3.0,False,SOFT,14.0,0 days 00:00:32.318000,0 days 00:00:48.877000,0 days 00:00:30.224000
43.0,LEC,Ferrari,0 days 00:01:52.442000,3.0,False,SOFT,15.0,0 days 00:00:32.162000,0 days 00:00:49.875000,0 days 00:00:30.405000
44.0,LEC,Ferrari,0 days 00:01:53.706000,3.0,False,SOFT,16.0,0 days 00:00:32.560000,0 days 00:00:50.379000,0 days 00:00:30.767000
1.0,HAM,Mercedes,0 days 00:01:55.210000,4.0,False,SOFT,1.0,,0 days 00:00:50.262000,0 days 00:00:29.960000
2.0,HAM,Mercedes,0 days 00:01:53.020000,3.0,True,SOFT,2.0,0 days 00:00:32.201000,0 days 00:00:50.548000,0 days 00:00:30.271000
3.0,HAM,Mercedes,0 days 00:01:52.454000,3.0,True,SOFT,3.0,0 days 00:00:32.132000,0 days 00:00:49.997000,0 days 00:00:30.325000
4.0,HAM,Mercedes,0 days 00:01:52.506000,3.0,False,SOFT,4.0,0 days 00:00:31.921000,0 days 00:00:50.337000,0 days 00:00:30.248000
5.0,HAM,Mercedes,0 days 00:01:52.717000,3.0,False,SOFT,5.0,0 days 00:00:32.076000,0 days 00:00:50.190000,0 days 00:00:30.451000
6.0,HAM,Mercedes,0 days 00:01:53.813000,4.0,False,SOFT,6.0,0 days 00:00:32.453000,0 days 00:00:51.017000,0 days 00:00:30.343000
7.0,HAM,Mercedes,0 days 00:01:53.430000,4.0,False,SOFT,7.0,0 days 00:00:32.449000,0 days 00:00:50.421000,0 days 00:00:30.560000
8.0,HAM,Mercedes,0 days 00:01:53.276000,4.0,False,SOFT,8.0,0 days 00:00:32.548000,0 days 00:00:50.037000,0 days 00:00:30.691000
9.0,HAM,Mercedes,0 days 00:01:53.472000,4.0,False,SOFT,9.0,0 days 00:00:32.465000,0 days 00:00:50.318000,0 days 00:00:30.689000
10.0,HAM,Mercedes,0 days 00:01:53.381000,4.0,False,SOFT,10.0,0 days 00:00:32.507000,0 days 00:00:50.339000,0 days 00:00:30.535000
11.0,HAM,Mercedes,0 days 00:01:54.073000,4.0,False,SOFT,11.0,0 days 00:00:32.523000,0 days 00:00:50.867000,0 days 00:00:30.683000
12.0,HAM,Mercedes,0 days 00:01:58.156000,4.0,False,SOFT,12.0,0 days 00:00:32.681000,0 days 00:00:50.609000,0 days 00:00:34.866000
13.0,HAM,Mercedes,0 days 00:02:05.716000,4.0,False,MEDIUM,1.0,0 days 00:00:46.489000,0 days 00:00:49.261000,0 days 00:00:29.966000
14.0,HAM,Mercedes,0 days 00:01:51.523000,4.0,True,MEDIUM,2.0,0 days 00:00:31.915000,0 days 00:00:49.468000,0 days 00:00:30.140000
15.0,HAM,Mercedes,0 days 00:01:52.126000,4.0,False,MEDIUM,3.0,0 days 00:00:32.131000,0 days 00:00:49.747000,0 days 00:00:30.248000
16.0,HAM,Mercedes,0 days 00:01:52.215000,4.0,False,MEDIUM,4.0,0 days 00:00:32.282000,0 days 00:00:49.734000,0 days 00:00:30.199000
17.0,HAM,Mercedes,0 days 00:01:52.421000,4.0,False,MEDIUM,5.0,0 days 00:00:32.233000,0 days 00:00:49.705000,0 days 00:00:30.483000
18.0,HAM,Mercedes,0 days 00:01:52.764000,4.0,False,MEDIUM,6.0,0 days 00:00:32.344000,0 days 00:00:50.003000,0 days 00:00:30.417000
19.0,HAM,Mercedes,0 days 00:01:52.953000,4.0,False,MEDIUM,7.0,0 days 00:00:32.351000,0 days 00:00:49.880000,0 days 00:00:30.722000
20.0,HAM,Mercedes,0 days 00:01:55.105000,4.0,False,MEDIUM,8.0,0 days 00:00:32.460000,0 days 00:00:50.731000,0 days 00:00:31.914000
21.0,HAM,Mercedes,0 days 00:01:56.302000,4.0,False,MEDIUM,9.0,0 days 00:00:33.017000,0 days 00:00:51.648000,0 days 00:00:31.637000
22.0,HAM,Mercedes,0 days 00:01:56.499000,4.0,False,MEDIUM,10.0,0 days 00:00:32.635000,0 days 00:00:52.284000,0 days 00:00:31.580000
23.0,HAM,Mercedes,0 days 00:01:52.296000,4.0,False,MEDIUM,11.0,0 days 00:00:32.812000,0 days 00:00:49.238000,0 days 00:00:30.246000
24.0,HAM,Mercedes,0 days 00:01:51.998000,4.0,False,MEDIUM,12.0,0 days 00:00:32.370000,0 days 00:00:49.295000,0 days 00:00:30.333000
25.0,HAM,Mercedes,0 days 00:01:52.191000,4.0,False,MEDIUM,13.0,0 days 00:00:32.309000,0 days 00:00:49.560000,0 days 00:00:30.322000
26.0,HAM,Mercedes,0 days 00:01:52.360000,4.0,False,MEDIUM,14.0,0 days 00:00:32.265000,0 days 00:00:49.784000,0 days 00:00:30.311000
27.0,HAM,Mercedes,0 days 00:01:56.092000,4.0,False,MEDIUM,15.0,0 days 00:00:32.281000,0 days 00:00:49.257000,0 days 00:00:34.554000
28.0,HAM,Mercedes,0 days 00:02:03.721000,5.0,False,SOFT,1.0,0 days 00:00:46.299000,0 days 00:00:47.786000,0 days 00:00:29.636000
29.0,HAM,Mercedes,0 days 00:01:50.283000,4.0,True,SOFT,2.0,0 days 00:00:32.014000,0 days 00:00:48.195000,0 days 00:00:30.074000
30.0,HAM,Mercedes,0 days 00:01:50.923000,4.0,False,SOFT,3.0,0 days 00:00:32.045000,0 days 00:00:48.795000,0 days 00:00:30.083000
31.0,HAM,Mercedes,0 days 00:01:51.134000,4.0,False,SOFT,4.0,0 days 00:00:32.121000,0 days 00:00:48.881000,0 days 00:00:30.132000
32.0,HAM,Mercedes,0 days 00:01:50.935000,4.0,False,SOFT,5.0,0 days 00:00:32.135000,0 days 00:00:48.798000,0 days 00:00:30.002000
33.0,HAM,Mercedes,0 days 00:01:51.136000,4.0,False,SOFT,6.0,0 days 00:00:32.302000,0 days 00:00:48.754000,0 days 00:00:30.080000
34.0,HAM,Mercedes,0 days 00:01:51.050000,4.0,False,SOFT,7.0,0 days 00:00:32.173000,0 days 00:00:48.800000,0 days 00:00:30.077000
35.0,HAM,Mercedes,0 days 00:01:51.650000,4.0,False,SOFT,8.0,0 days 00:00:32.140000,0 days 00:00:49.297000,0 days 00:00:30.213000
36.0,HAM,Mercedes,0 days 00:01:51.224000,4.0,False,SOFT,9.0,0 days 00:00:32.165000,0 days 00:00:48.923000,0 days 00:00:30.136000
