LapNumber,Driver,Team,LapTime,Position,IsPersonalBest,Compound,TyreLife,Sector1Time,Sector2Time,Sector3Time
41.0,VET,Ferrari,0 days 00:01:47.092000,1.0,False,SOFT,19.0,0 days 00:00:31.153000,0 days 00:00:46.732000,0 days 00:00:29.207000
42.0,VET,Ferrari,0 days 00:01:47.599000,1.0,False,SOFT,20.0,0 days 00:00:31.545000,0 days 00:00:47.006000,0 days 00:00:29.048000
43.0,VET,Ferrari,0 days 00:01:47.615000,1.0,False,SOFT,21.0,0 days 00:00:31.451000,0 days 00:00:47.043000,0 days 00:00:29.121000
44.0,VET,Ferrari,0 days 00:01:49.749000,1.0,False,SOFT,22.0,0 days 00:00:31.392000,0 days 00:00:47.752000,0 days 00:00:30.605000
1.0,HAM,Mercedes,0 days 00:02:31.397000,5.0,False,nan,,,0 days 00:01:11.064000,0 days 00:00:46.124000
2.0,HAM,Mercedes,,2.0,False,SUPERSOFT,5.0,0 days 00:00:58.821000,0 days 00:01:16.917000,0 days 00:00:44.280000
3.0,HAM,Mercedes,,2.0,False,SUPERSOFT,6.0,0 days 00:00:53.737000,0 days 00:01:14.217000,0 days 00:00:42.772000
4.0,HAM,Mercedes,,2.0,False,SUPERSOFT,7.0,0 days 00:00:49.771000,0 days 00:01:14.097000,0 days 00:00:56.791000
5.0,HAM,Mercedes,0 days 00:01:49.718000,2.0,True,SUPERSOFT,8.0,0 days 00:00:31.378000,0 days 00:00:48.890000,0 days 00:00:29.450000
6.0,HAM,Mercedes,0 days 00:01:49.497000,2.0,True,SUPERSOFT,9.0,0 days 00:00:31.618000,0 days 00:00:48.523000,0 days 00:00:29.356000
7.0,HAM,Mercedes,0 days 00:01:49.020000,2.0,True,SUPERSOFT,10.0,0 days 00:00:31.592000,0 days 00:00:48.074000,0 days 00:00:29.354000
8.0,HAM,Mercedes,0 days 00:01:48.834000,2.0,True,SUPERSOFT,11.0,0 days 00:00:31.520000,0 days 00:00:48.070000,0 days 00:00:29.244000
9.0,HAM,Mercedes,0 days 00:01:49.143000,2.0,False,SUPERSOFT,12.0,0 days 00:00:31.723000,0 days 00:00:48.014000,0 days 00:00:29.406000
10.0,HAM,Mercedes,0 days 00:01:49.179000,2.0,False,SUPERSOFT,13.0,0 days 00:00:31.660000,0 days 00:00:48.141000,0 days 00:00:29.378000
11.0,HAM,Mercedes,0 days 00:01:48.977000,2.0,False,SUPERSOFT,14.0,0 days 00:00:31.663000,0 days 00:00:47.884000,0 days 00:00:29.430000
12.0,HAM,Mercedes,0 days 00:01:48.665000,2.0,True,SUPERSOFT,15.0,0 days 00:00:31.607000,0 days 00:00:47.755000,0 days 00:00:29.303000
13.0,HAM,Mercedes,0 days 00:01:48.742000,2.0,False,SUPERSOFT,16.0,0 days 00:00:31.459000,0 days 00:00:47.873000,0 days 00:00:29.410000
14.0,HAM,Mercedes,0 days 00:01:48.939000,2.0,False,SUPERSOFT,17.0,0 days 00:00:31.549000,0 days 00:00:48.054000,0 days 00:00:29.336000
15.0,HAM,Mercedes,0 days 00:01:48.479000,2.0,True,SUPERSOFT,18.0,0 days 00:00:31.618000,0 days 00:00:47.586000,0 days 00:00:29.275000
16.0,HAM,Mercedes,0 days 00:01:48.208000,2.0,True,SUPERSOFT,19.0,0 days 00:00:31.486000,0 days 00:00:47.487000,0 days 00:00:29.235000
17.0,HAM,Mercedes,0 days 00:01:48.448000,2.0,False,SUPERSOFT,20.0,0 days 00:00:31.527000,0 days 00:00:47.632000,0 days 00:00:29.289000
18.0,HAM,Mercedes,0 days 00:01:48.706000,2.0,False,SUPERSOFT,21.0,0 days 00:00:31.602000,0 days 00:00:47.801000,0 days 00:00:29.303000
19.0,HAM,Mercedes,0 days 00:01:48.739000,2.0,False,SUPERSOFT,22.0,0 days 00:00:31.621000,0 days 00:00:47.847000,0 days 00:00:29.271000
20.0,HAM,Mercedes,0 days 00:01:48.736000,2.0,False,SUPERSOFT,23.0,0 days 00:00:31.550000,0 days 00:00:47.849000,0 days 00:00:29.337000
21.0,HAM,Mercedes,0 days 00:01:53.411000,2.0,False,SUPERSOFT,24.0,0 days 00:00:31.499000,0 days 00:00:48.179000,0 days 00:00:33.733000
22.0,HAM,Mercedes,0 days 00:01:59.902000,3.0,False,SOFT,1.0,0 days 00:00:44.885000,0 days 00:00:46.211000,0 days 00:00:28.806000
23.0,HAM,Mercedes,0 days 00:01:46.721000,2.0,True,SOFT,2.0,0 days 00:00:30.653000,0 days 00:00:47.116000,0 days 00:00:28.952000
24.0,HAM,Mercedes,0 days 00:01:46.902000,2.0,False,SOFT,3.0,0 days 00:00:31.156000,0 days 00:00:46.762000,0 days 00:00:28.984000
25.0,HAM,Mercedes,0 days 00:01:46.856000,2.0,False,SOFT,4.0,0 days 00:00:31.216000,0 days 00:00:46.632000,0 days 00:00:29.008000
26.0,HAM,Mercedes,0 days 00:01:47.958000,2.0,False,SOFT,5.0,0 days 00:00:31.150000,0 days 00:00:47.632000,0 days 00:00:29.176000
27.0,HAM,Mercedes,0 days 00:01:47.687000,2.0,False,SOFT,6.0,0 days 00:00:31.245000,0 days 00:00:47.257000,0 days 00:00:29.185000
28.0,HAM,Mercedes,0 days 00:01:47.565000,2.0,False,SOFT,7.0,0 days 00:00:31.219000,0 days 00:00:47.263000,0 days 00:00:29.083000
29.0,HAM,Mercedes,0 days 00:01:47.403000,2.0,False,SOFT,8.0,0 days 00:00:31.333000,0 days 00:00:46.990000,0 days 00:00:29.080000
30.0,HAM,Mercedes,0 days 00:01:47.096000,2.0,False,SOFT,9.0,0 days 00:00:31.306000,0 days 00:00:46.650000,0 days 00:00:29.140000
31.0,HAM,Mercedes,0 days 00:01:47.317000,2.0,False,SOFT,10.0,0 days 00:00:31.316000,0 days 00:00:46.969000,0 days 00:00:29.032000
32.0,HAM,Mercedes,0 days 00:01:47.046000,2.0,False,SOFT,11.0,0 days 00:00:31.262000,0 days 00:00:46.694000,0 days 00:00:29.090000
33.0,HAM,Mercedes,0 days 00:01:47.341000,2.0,False,SOFT,12.0,0 days 00:00:31.439000,0 days 00:00:46.887000,0 days 00:00:29.015000
34.0,HAM,Mercedes,0 days 00:01:47.223000,2.0,False,SOFT,13.0,0 days 00:00:31.420000,0 days 00:00:46.713000,0 days 00:00:29.090000
35.0,HAM,Mercedes,0 days 00:01:47.283000,2.0,False,SOFT,14.0,0 days 00:00:31.293000,0 days 00:00:46.897000,0 days 00:00:29.093000
36.0,HAM,Mercedes,0 days 00:01:47.397000,2.0,False,SOFT,15.0,0 days 00:00:31.201000,0 days 00:00:47.193000,0 days 00:00:29.003000
37.0,HAM,Mercedes,0 days 00:01:47.588000,2.0,False,SOFT,16.0,0 days 00:00:31.139000,0 days 00:00:47.269000,0 days 00:00:29.180000
38.0,HAM,Mercedes,0 days 00:01:47.607000,2.0,False,SOFT,17.0,0 days 00:00:31.241000,0 days 00:00:47.274000,0 days 00:00:29.092000
39.0,HAM,Mercedes,0 days 00:01:47.080000,2.0,False,SOFT,18.0,0 days 00:00:30.869000,0 days 00:00:46.949000,0 days 00:00:29.262000
40.0,HAM,Mercedes,0 days 00:01:47.974000,2.0,False,SOFT,19.0,0 days 00:00:31.670000,0 days 00:00:47.180000,0 days 00:00:29.124000
41.0,HAM,Mercedes,0 days 00:01:48.055000,2.0,False,SOFT,20.0,0 days 00:00:31.544000,0 days 00:00:47.235000,0 days 00:00:29.276000
42.0,HAM,Mercedes,0 days 00:01:48.629000,2.0,False,SOFT,21.0,0 days 00:00:31.780000,0 days 00:00:47.577000,0 days 00:00:29.272000
43.0,HAM,Mercedes,0 days 00:01:48.860000,2.0,False,SOFT,22.0,0 days 00:00:31.657000,0 days 00:00:47.786000,0 days 00:00:29.417000
44.0,HAM,Mercedes,0 days 00:01:49.806000,2.0,False,SOFT,23.0,0 days 00:00:31.871000,0 days 00:00:48.045000,0 days 00:00:29.890000
1.0,VER,Red Bull Racing,0 days 00:02:34.928000,8.0,False,nan,,,0 days 00:01:14.197000,0 days 00:00:46.029000
2.0,VER,Red Bull Racing,,5.0,False,SUPERSOFT,4.0,0 days 00:00:58.602000,0 days 00:01:16.308000,0 days 00:00:45.425000
3.0,VER,Red Bull Racing,,5.0,False,SUPERSOFT,5.0,0 days 00:00:53.343000,0 days 00:01:14.521000,0 days 00:00:42.500000
4.0,VER,Red Bull Racing,,5.0,False,SUPERSOFT,6.0,0 days 00:00:49.478000,0 days 00:01:13.763000,0 days 00:00:55.379000
5.0,VER,Red Bull Racing,0 days 00:01:52.189000,5.0,True,SUPERSOFT,7.0,0 days 00:00:31.772000,0 days 00:00:50.661000,0 days 00:00:29.756000
6.0,VER,Red Bull Racing,0 days 00:01:51.619000,5.0,True,SUPERSOFT,8.0,0 days 00:00:31.570000,0 days 00:00:50.519000,0 days 00:00:29.530000
7.0,VER,Red Bull Racing,0 days 00:01:50.140000,4.0,True,SUPERSOFT,9.0,0 days 00:00:30.910000,0 days 00:00:49.753000,0 days 00:00:29.477000
8.0,VER,Red Bull Racing,0 days 00:01:49.993000,4.0,True,SUPERSOFT,10.0,0 days 00:00:31.425000,0 days 00:00:49.112000,0 days 00:00:29.456000
9.0,VER,Red Bull Racing,0 days 00:01:50.445000,4.0,False,SUPERSOFT,11.0,0 days 00:00:31.199000,0 days 00:00:49.688000,0 days 00:00:29.558000
10.0,VER,Red Bull Racing,0 days 00:01:48.932000,3.0,True,SUPERSOFT,12.0,0 days 00:00:30.977000,0 days 00:00:48.493000,0 days 00:00:29.462000
11.0,VER,Red Bull Racing,0 days 00:01:49.575000,3.0,False,SUPERSOFT,13.0,0 days 00:00:31.776000,0 days 00:00:48.314000,0 days 00:00:29.485000
12.0,VER,Red Bull Racing,0 days 00:01:49.224000,3.0,False,SUPERSOFT,14.0,0 days 00:00:31.775000,0 days 00:00:48.120000,0 days 00:00:29.329000
13.0,VER,Red Bull Racing,0 days 00:01:49.253000,3.0,False,SUPERSOFT,15.0,0 days 00:00:31.739000,0 days 00:00:48.173000,0 days 00:00:29.341000
14.0,VER,Red Bull Racing,0 days 00:01:49.377000,3.0,False,SUPERSOFT,16.0,0 days 00:00:31.831000,0 days 00:00:48.129000,0 days 00:00:29.417000
15.0,VER,Red Bull Racing,0 days 00:01:49.043000,3.0,False,SUPERSOFT,17.0,0 days 00:00:31.716000,0 days 00:00:47.934000,0 days 00:00:29.393000
16.0,VER,Red Bull Racing,0 days 00:01:49.219000,3.0,False,SUPERSOFT,18.0,0 days 00:00:31.846000,0 days 00:00:47.934000,0 days 00:00:29.439000
17.0,VER,Red Bull Racing,0 days 00:01:49.287000,3.0,False,SUPERSOFT,19.0,0 days 00:00:31.863000,0 days 00:00:47.782000,0 days 00:00:29.642000
18.0,VER,Red Bull Racing,0 days 00:01:48.879000,3.0,True,SUPERSOFT,20.0,0 days 00:00:31.676000,0 days 00:00:47.849000,0 days 00:00:29.354000
19.0,VER,Red Bull Racing,0 days 00:01:48.936000,3.0,False,SUPERSOFT,21.0,0 days 00:00:31.623000,0 days 00:00:47.970000,0 days 00:00:29.343000
20.0,VER,Red Bull Racing,0 days 00:01:48.937000,3.0,False,SUPERSOFT,22.0,0 days 00:00:31.591000,0 days 00:00:47.910000,0 days 00:00:29.436000
21.0,VER,Red Bull Racing,0 days 00:01:48.953000,3.0,False,SUPERSOFT,23.0,0 days 00:00:31.710000,0 days 00:00:47.870000,0 days 00:00:29.373000
22.0,VER,Red Bull Racing,0 days 00:01:49.194000,2.0,False,SUPERSOFT,24.0,0 days 00:00:32.021000,0 days 00:00:47.782000,0 days 00:00:29.391000
23.0,VER,Red Bull Racing,0 days 00:01:50.278000,3.0,False,SUPERSOFT,25.0,0 days 00:00:31.468000,0 days 00:00:49.374000,0 days 00:00:29.436000
24.0,VER,Red Bull Racing,0 days 00:01:48.756000,3.0,True,SUPERSOFT,26.0,0 days 00:00:31.647000,0 days 00:00:47.815000,0 days 00:00:29.294000
25.0,VER,Red Bull Racing,0 days 00:01:48.536000,3.0,True,SUPERSOFT,27.0,0 days 00:00:31.606000,0 days 00:00:47.743000,0 days 00:00:29.187000
26.0,VER,Red Bull Racing,0 days 00:01:53.013000,3.0,False,SUPERSOFT,28.0,0 days 00:00:31.471000,0 days 00:00:47.786000,0 days 00:00:33.756000
27.0,VER,Red Bull Racing,0 days 00:02:00.763000,3.0,False,SOFT,1.0,0 days 00:00:45.072000,0 days 00:00:46.754000,0 days 00:00:28.937000
28.0,VER,Red Bull Racing,0 days 00:01:47.347000,3.0,True,SOFT,2.0,0 days 00:00:31.482000,0 days 00:00:46.850000,0 days 00:00:29.015000
29.0,VER,Red Bull Racing,0 days 00:01:47.273000,3.0,True,SOFT,3.0,0 days 00:00:31.546000,0 days 00:00:46.741000,0 days 00:00:28.986000
30.0,VER,Red Bull Racing,0 days 00:01:47.477000,3.0,False,SOFT,4.0,0 days 00:00:31.481000,0 days 00:00:47.034000,0 days 00:00:28.962000
31.0,VER,Red Bull Racing,0 days 00:01:47.492000,3.0,False,SOFT,5.0,0 days 00:00:31.527000,0 days 00:00:46.903000,0 days 00:00:29.062000
32.0,VER,Red Bull Racing,0 days 00:01:47.371000,3.0,False,SOFT,6.0,0 days 00:00:31.426000,0 days 00:00:46.935000,0 days 00:00:29.010000
33.0,VER,Red Bull Racing,0 days 00:01:47.211000,3.0,True,SOFT,7.0,0 days 00:00:31.421000,0 days 00:00:46.897000,0 days 00:00:28.893000
34.0,VER,Red Bull Racing,0 days 00:01:47.141000,3.0,True,SOFT,8.0,0 days 00:00:31.368000,0 days 00:00:46.801000,0 days 00:00:28.972000
35.0,VER,Red Bull Racing,0 days 00:01:47.255000,3.0,False,SOFT,9.0,0 days 00:00:31.348000,0 days 00:00:46.932000,0 days 00:00:28.975000
36.0,VER,Red Bull Racing,0 days 00:01:46.946000,3.0,True,SOFT,10.0,0 days 00:00:31.218000,0 days 00:00:46.826000,0 days 00:00:28.902000
37.0,VER,Red Bull Racing,0 days 00:01:47.776000,3.0,False,SOFT,11.0,0 days 00:00:31.048000,0 days 00:00:47.667000,0 days 00:00:29.061000
38.0,VER,Red Bull Racing,0 days 00:01:47.468000,3.0,False,SOFT,12.0,0 days 00:00:31.358000,0 days 00:00:47.063000,0 days 00:00:29.047000
39.0,VER,Red Bull Racing,0 days 00:01:47.281000,3.0,False,SOFT,13.0,0 days 00:00:31.280000,0 days 00:00:47.035000,0 days 00:00:28.966000
40.0,VER,Red Bull Racing,0 days 00:01:47.780000,3.0,False,SOFT,14.0,0 days 00:00:31.365000,0 days 00:00:47.376000,0 days 00:00:29.039000
41.0,VER,Red Bull Racing,0 days 00:01:47.396000,3.0,False,SOFT,15.0,0 days 00:00:31.152000,0 days 00:00:47.097000,0 days 00:00:29.147000
42.0,VER,Red Bull Racing,0 days 00:01:47.826000,3.0,False,SOFT,16.0,0 days 00:00:31.602000,0 days 00:00:47.134000,0 days 00:00:29.090000
43.0,VER,Red Bull Racing,0 days 00:01:47.640000,3.0,False,SOFT,17.0,0 days 00:00:31.537000,0 days 00:00:47.113000,0 days 00:00:28.990000
44.0,VER,Red Bull Racing,0 days 00:01:48.380000,3.0,False,SOFT,18.0,0 days 00:00:31.348000,0 days 00:00:47.169000,0 days 00:00:29.863000
1.0,BOT,Mercedes,0 days 00:02:51.105000,18.0,False,nan,,,0 days 00:01:23.063000,0 days 00:00:49.256000
2.0,BOT,Mercedes,,14.0,False,SOFT,5.0,0 days 00:00:54.387000,0 days 00:01:14.326000,0 days 00:00:51.510000
3.0,BOT,Mercedes,,16.0,False,SUPERSOFT,1.0,0 days 00:00:57.080000,0 days 00:01:09.192000,0 days 00:00:45.024000
4.0,BOT,Mercedes,,16.0,False,SUPERSOFT,2.0,0 days 00:00:52.633000,0 days 00:01:05.471000,0 days 00:00:48.025000
5.0,BOT,Mercedes,0 days 00:01:53.789000,14.0,True,SUPERSOFT,3.0,0 days 00:00:30.956000,0 days 00:00:52.758000,0 days 00:00:30.075000
6.0,BOT,Mercedes,0 days 00:01:54.223000,14.0,False,SUPERSOFT,4.0,0 days 00:00:31.109000,0 days 00:00:53.168000,0 days 00:00:29.946000
7.0,BOT,Mercedes,0 days 00:01:52.287000,13.0,True,SUPERSOFT,5.0,0 days 00:00:31.944000,0 days 00:00:50.593000,0 days 00:00:29.750000
8.0,BOT,Mercedes,0 days 00:01:53.164000,13.0,False,SUPERSOFT,6.0,0 days 00:00:31.258000,0 days 00:00:52.166000,0 days 00:00:29.740000
9.0,BOT,Mercedes,0 days 00:01:51.763000,12.0,True,SUPERSOFT,7.0,0 days 00:00:31.048000,0 days 00:00:50.811000,0 days 00:00:29.904000
10.0,BOT,Mercedes,0 days 00:01:51.548000,12.0,True,SUPERSOFT,8.0,0 days 00:00:31.595000,0 days 00:00:50.208000,0 days 00:00:29.745000
11.0,BOT,Mercedes,0 days 00:01:50.507000,11.0,True,SUPERSOFT,9.0,0 days 00:00:31.103000,0 days 00:00:49.997000,0 days 00:00:29.407000
12.0,BOT,Mercedes,0 days 00:01:50.661000,10.0,False,SUPERSOFT,10.0,0 days 00:00:31.028000,0 days 00:00:49.839000,0 days 00:00:29.794000
13.0,BOT,Mercedes,0 days 00:01:51.593000,10.0,False,SUPERSOFT,11.0,0 days 00:00:31.683000,0 days 00:00:50.099000,0 days 00:00:29.811000
14.0,BOT,Mercedes,0 days 00:01:51.075000,10.0,False,SUPERSOFT,12.0,0 days 00:00:31.646000,0 days 00:00:49.753000,0 days 00:00:29.676000
15.0,BOT,Mercedes,0 days 00:01:50.025000,10.0,True,SUPERSOFT,13.0,0 days 00:00:31.608000,0 days 00:00:48.924000,0 days 00:00:29.493000
16.0,BOT,Mercedes,0 days 00:01:50.111000,10.0,False,SUPERSOFT,14.0,0 days 00:00:31.607000,0 days 00:00:49.012000,0 days 00:00:29.492000
17.0,BOT,Mercedes,0 days 00:01:49.907000,9.0,True,SUPERSOFT,15.0,0 days 00:00:31.083000,0 days 00:00:49.227000,0 days 00:00:29.597000
18.0,BOT,Mercedes,0 days 00:01:49.596000,8.0,True,SUPERSOFT,16.0,0 days 00:00:31.123000,0 days 00:00:48.941000,0 days 00:00:29.532000
19.0,BOT,Mercedes,0 days 00:01:50.122000,8.0,False,SUPERSOFT,17.0,0 days 00:00:31.595000,0 days 00:00:48.903000,0 days 00:00:29.624000
20.0,BOT,Mercedes,0 days 00:01:49.922000,8.0,False,SUPERSOFT,18.0,0 days 00:00:31.378000,0 days 00:00:49.004000,0 days 00:00:29.540000
21.0,BOT,Mercedes,0 days 00:01:49.817000,8.0,False,SUPERSOFT,19.0,0 days 00:00:31.174000,0 days 00:00:49.402000,0 days 00:00:29.241000
22.0,BOT,Mercedes,0 days 00:01:49.654000,7.0,False,SUPERSOFT,20.0,0 days 00:00:31.250000,0 days 00:00:49.020000,0 days 00:00:29.384000
23.0,BOT,Mercedes,0 days 00:01:48.917000,6.0,True,SUPERSOFT,21.0,0 days 00:00:31.586000,0 days 00:00:48.079000,0 days 00:00:29.252000
24.0,BOT,Mercedes,0 days 00:01:48.900000,6.0,True,SUPERSOFT,22.0,0 days 00:00:31.645000,0 days 00:00:47.866000,0 days 00:00:29.389000
25.0,BOT,Mercedes,0 days 00:01:48.482000,5.0,True,SUPERSOFT,23.0,0 days 00:00:31.732000,0 days 00:00:47.597000,0 days 00:00:29.153000
26.0,BOT,Mercedes,0 days 00:01:48.804000,4.0,False,SUPERSOFT,24.0,0 days 00:00:31.637000,0 days 00:00:47.939000,0 days 00:00:29.228000
27.0,BOT,Mercedes,0 days 00:01:48.487000,4.0,False,SUPERSOFT,25.0,0 days 00:00:31.478000,0 days 00:00:47.642000,0 days 00:00:29.367000
28.0,BOT,Mercedes,0 days 00:01:48.253000,4.0,True,SUPERSOFT,26.0,0 days 00:00:31.578000,0 days 00:00:47.560000,0 days 00:00:29.115000
29.0,BOT,Mercedes,0 days 00:01:52.864000,4.0,False,SUPERSOFT,27.0,0 days 00:00:31.515000,0 days 00:00:47.792000,0 days 00:00:33.557000
30.0,BOT,Mercedes,0 days 00:02:01.139000,6.0,False,SOFT,6.0,0 days 00:00:45.082000,0 days 00:00:47.387000,0 days 00:00:28.670000
31.0,BOT,Mercedes,0 days 00:01:48.066000,6.0,True,SOFT,7.0,0 days 00:00:31.297000,0 days 00:00:47.753000,0 days 00:00:29.016000
32.0,BOT,Mercedes,0 days 00:01:46.286000,5.0,True,SOFT,8.0,0 days 00:00:30.639000,0 days 00:00:46.697000,0 days 00:00:28.950000
33.0,BOT,Mercedes,0 days 00:01:47.011000,5.0,False,SOFT,9.0,0 days 00:00:31.381000,0 days 00:00:46.729000,0 days 00:00:28.901000
34.0,BOT,Mercedes,0 days 00:01:47.240000,5.0,False,SOFT,10.0,0 days 00:00:31.372000,0 days 00:00:46.820000,0 days 00:00:29.048000
35.0,BOT,Mercedes,0 days 00:01:47.470000,5.0,False,SOFT,11.0,0 days 00:00:31.295000,0 days 00:00:47.195000,0 days 00:00:28.980000
36.0,BOT,Mercedes,0 days 00:01:48.157000,5.0,False,SOFT,12.0,0 days 00:00:31.513000,0 days 00:00:47.545000,0 days 00:00:29.099000
